unit,label,aggregation,selection_mode,nominal_budget,threshold,units,failures,failure_prevalence,reviewed_units,review_fraction,caught_failures,failure_recall,review_ppv,failure_recall_lift_over_random,false_referrals,safe_unit_false_referral_rate,remaining_failures,residual_failure_fraction,residual_failure_rate_all_units,remaining_failure_rate_unreviewed,auroc,auprc
clip,label_large_false_positive_001,max,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,frozen_threshold_any_frame_referral,0.01,0.13528396,518,517,0.9980694980694981,292,0.5637065637065637,292,0.5647969052224371,1.0,1.001934235976789,0,0.0,225,0.43520309477756286,0.4343629343629344,0.995575221238938,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,frozen_threshold_any_frame_referral,0.05,0.09579211,518,517,0.9980694980694981,434,0.8378378378378378,434,0.839458413926499,1.0,1.001934235976789,0,0.0,83,0.16054158607350097,0.16023166023166024,0.9880952380952381,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,frozen_threshold_any_frame_referral,0.1,0.07180122,518,517,0.9980694980694981,472,0.9111969111969112,472,0.9129593810444874,1.0,1.001934235976789,0,0.0,45,0.08704061895551257,0.08687258687258688,0.9782608695652174,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,max,frozen_threshold_any_frame_referral,0.2,0.04186127,518,517,0.9980694980694981,496,0.9575289575289575,496,0.9593810444874274,1.0,1.001934235976789,0,0.0,21,0.04061895551257253,0.04054054054054054,0.9545454545454546,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_001,mean,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,1.0,0.9999999999999999
clip,label_large_false_positive_001,mean,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,1.0,0.9999999999999999
clip,label_large_false_positive_001,mean,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,1.0,0.9999999999999999
clip,label_large_false_positive_001,mean,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,1.0,0.9999999999999999
clip,label_large_false_positive_001,top20_mean,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,1.0,0.9999999999999999
clip,label_large_false_positive_001,top20_mean,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,1.0,0.9999999999999999
clip,label_large_false_positive_001,top20_mean,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,1.0,0.9999999999999999
clip,label_large_false_positive_001,top20_mean,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,1.0,0.9999999999999999
clip,label_large_false_positive_005,max,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,frozen_threshold_any_frame_referral,0.01,0.13528396,518,517,0.9980694980694981,292,0.5637065637065637,292,0.5647969052224371,1.0,1.001934235976789,0,0.0,225,0.43520309477756286,0.4343629343629344,0.995575221238938,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,frozen_threshold_any_frame_referral,0.05,0.09579211,518,517,0.9980694980694981,434,0.8378378378378378,434,0.839458413926499,1.0,1.001934235976789,0,0.0,83,0.16054158607350097,0.16023166023166024,0.9880952380952381,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,frozen_threshold_any_frame_referral,0.1,0.07180122,518,517,0.9980694980694981,472,0.9111969111969112,472,0.9129593810444874,1.0,1.001934235976789,0,0.0,45,0.08704061895551257,0.08687258687258688,0.9782608695652174,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,max,frozen_threshold_any_frame_referral,0.2,0.04186127,518,517,0.9980694980694981,496,0.9575289575289575,496,0.9593810444874274,1.0,1.001934235976789,0,0.0,21,0.04061895551257253,0.04054054054054054,0.9545454545454546,0.9980657640232108,0.9999962659537127
clip,label_large_false_positive_005,mean,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,1.0,0.9999999999999999
clip,label_large_false_positive_005,mean,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,1.0,0.9999999999999999
clip,label_large_false_positive_005,mean,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,1.0,0.9999999999999999
clip,label_large_false_positive_005,mean,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,1.0,0.9999999999999999
clip,label_large_false_positive_005,top20_mean,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,1.0,0.9999999999999999
clip,label_large_false_positive_005,top20_mean,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,1.0,0.9999999999999999
clip,label_large_false_positive_005,top20_mean,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,1.0,0.9999999999999999
clip,label_large_false_positive_005,top20_mean,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,1.0,0.9999999999999999
clip,label_large_false_positive_010,max,exact_rank,0.01,,518,516,0.9961389961389961,6,0.011583011583011582,6,0.011627906976744186,1.0,1.003875968992248,0,0.0,510,0.9883720930232558,0.9845559845559846,0.99609375,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,frozen_threshold_any_frame_referral,0.01,0.13528396,518,516,0.9961389961389961,292,0.5637065637065637,292,0.5658914728682171,1.0,1.003875968992248,0,0.0,224,0.43410852713178294,0.43243243243243246,0.9911504424778761,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,exact_rank,0.05,,518,516,0.9961389961389961,26,0.05019305019305019,26,0.050387596899224806,1.0,1.003875968992248,0,0.0,490,0.9496124031007752,0.9459459459459459,0.9959349593495935,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,frozen_threshold_any_frame_referral,0.05,0.09579211,518,516,0.9961389961389961,434,0.8378378378378378,434,0.8410852713178295,1.0,1.003875968992248,0,0.0,82,0.15891472868217055,0.1583011583011583,0.9761904761904762,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,exact_rank,0.1,,518,516,0.9961389961389961,52,0.10038610038610038,52,0.10077519379844961,1.0,1.003875968992248,0,0.0,464,0.8992248062015504,0.8957528957528957,0.9957081545064378,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,frozen_threshold_any_frame_referral,0.1,0.07180122,518,516,0.9961389961389961,472,0.9111969111969112,472,0.9147286821705426,1.0,1.003875968992248,0,0.0,44,0.08527131782945736,0.08494208494208494,0.9565217391304348,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,exact_rank,0.2,,518,516,0.9961389961389961,104,0.20077220077220076,104,0.20155038759689922,1.0,1.003875968992248,0,0.0,412,0.7984496124031008,0.7953667953667953,0.9951690821256038,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,max,frozen_threshold_any_frame_referral,0.2,0.04186127,518,516,0.9961389961389961,496,0.9575289575289575,496,0.9612403100775194,1.0,1.003875968992248,0,0.0,20,0.03875968992248062,0.03861003861003861,0.9090909090909091,0.997093023255814,0.9999887616504707
clip,label_large_false_positive_010,mean,exact_rank,0.01,,518,516,0.9961389961389961,6,0.011583011583011582,6,0.011627906976744186,1.0,1.003875968992248,0,0.0,510,0.9883720930232558,0.9845559845559846,0.99609375,0.998062015503876,0.9999924956967579
clip,label_large_false_positive_010,mean,exact_rank,0.05,,518,516,0.9961389961389961,26,0.05019305019305019,26,0.050387596899224806,1.0,1.003875968992248,0,0.0,490,0.9496124031007752,0.9459459459459459,0.9959349593495935,0.998062015503876,0.9999924956967579
clip,label_large_false_positive_010,mean,exact_rank,0.1,,518,516,0.9961389961389961,52,0.10038610038610038,52,0.10077519379844961,1.0,1.003875968992248,0,0.0,464,0.8992248062015504,0.8957528957528957,0.9957081545064378,0.998062015503876,0.9999924956967579
clip,label_large_false_positive_010,mean,exact_rank,0.2,,518,516,0.9961389961389961,104,0.20077220077220076,104,0.20155038759689922,1.0,1.003875968992248,0,0.0,412,0.7984496124031008,0.7953667953667953,0.9951690821256038,0.998062015503876,0.9999924956967579
clip,label_large_false_positive_010,top20_mean,exact_rank,0.01,,518,516,0.9961389961389961,6,0.011583011583011582,6,0.011627906976744186,1.0,1.003875968992248,0,0.0,510,0.9883720930232558,0.9845559845559846,0.99609375,0.999031007751938,0.9999962514806651
clip,label_large_false_positive_010,top20_mean,exact_rank,0.05,,518,516,0.9961389961389961,26,0.05019305019305019,26,0.050387596899224806,1.0,1.003875968992248,0,0.0,490,0.9496124031007752,0.9459459459459459,0.9959349593495935,0.999031007751938,0.9999962514806651
clip,label_large_false_positive_010,top20_mean,exact_rank,0.1,,518,516,0.9961389961389961,52,0.10038610038610038,52,0.10077519379844961,1.0,1.003875968992248,0,0.0,464,0.8992248062015504,0.8957528957528957,0.9957081545064378,0.999031007751938,0.9999962514806651
clip,label_large_false_positive_010,top20_mean,exact_rank,0.2,,518,516,0.9961389961389961,104,0.20077220077220076,104,0.20155038759689922,1.0,1.003875968992248,0,0.0,412,0.7984496124031008,0.7953667953667953,0.9951690821256038,0.999031007751938,0.9999962514806651
clip,label_fp_persistent_min3,max,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,frozen_threshold_any_frame_referral,0.01,0.13528396,518,517,0.9980694980694981,292,0.5637065637065637,292,0.5647969052224371,1.0,1.001934235976789,0,0.0,225,0.43520309477756286,0.4343629343629344,0.995575221238938,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,frozen_threshold_any_frame_referral,0.05,0.09579211,518,517,0.9980694980694981,434,0.8378378378378378,434,0.839458413926499,1.0,1.001934235976789,0,0.0,83,0.16054158607350097,0.16023166023166024,0.9880952380952381,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,frozen_threshold_any_frame_referral,0.1,0.07180122,518,517,0.9980694980694981,472,0.9111969111969112,472,0.9129593810444874,1.0,1.001934235976789,0,0.0,45,0.08704061895551257,0.08687258687258688,0.9782608695652174,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,max,frozen_threshold_any_frame_referral,0.2,0.04186127,518,517,0.9980694980694981,496,0.9575289575289575,496,0.9593810444874274,1.0,1.001934235976789,0,0.0,21,0.04061895551257253,0.04054054054054054,0.9545454545454546,0.9980657640232108,0.9999962659537127
clip,label_fp_persistent_min3,mean,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,1.0,0.9999999999999999
clip,label_fp_persistent_min3,mean,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,1.0,0.9999999999999999
clip,label_fp_persistent_min3,mean,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,1.0,0.9999999999999999
clip,label_fp_persistent_min3,mean,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,1.0,0.9999999999999999
clip,label_fp_persistent_min3,top20_mean,exact_rank,0.01,,518,517,0.9980694980694981,6,0.011583011583011582,6,0.01160541586073501,1.0,1.0019342359767893,0,0.0,511,0.988394584139265,0.9864864864864865,0.998046875,1.0,0.9999999999999999
clip,label_fp_persistent_min3,top20_mean,exact_rank,0.05,,518,517,0.9980694980694981,26,0.05019305019305019,26,0.05029013539651837,1.0,1.001934235976789,0,0.0,491,0.9497098646034816,0.9478764478764479,0.9979674796747967,1.0,0.9999999999999999
clip,label_fp_persistent_min3,top20_mean,exact_rank,0.1,,518,517,0.9980694980694981,52,0.10038610038610038,52,0.10058027079303675,1.0,1.001934235976789,0,0.0,465,0.8994197292069632,0.8976833976833977,0.9978540772532188,1.0,0.9999999999999999
clip,label_fp_persistent_min3,top20_mean,exact_rank,0.2,,518,517,0.9980694980694981,104,0.20077220077220076,104,0.2011605415860735,1.0,1.001934235976789,0,0.0,413,0.7988394584139265,0.7972972972972973,0.9975845410628019,1.0,0.9999999999999999
clip,label_fp_persistent_min5,max,exact_rank,0.01,,518,515,0.9942084942084942,6,0.011583011583011582,6,0.011650485436893204,1.0,1.0058252427184466,0,0.0,509,0.9883495145631068,0.9826254826254827,0.994140625,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,max,frozen_threshold_any_frame_referral,0.01,0.13528396,518,515,0.9942084942084942,292,0.5637065637065637,292,0.566990291262136,1.0,1.0058252427184466,0,0.0,223,0.4330097087378641,0.4305019305019305,0.9867256637168141,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,max,exact_rank,0.05,,518,515,0.9942084942084942,26,0.05019305019305019,26,0.05048543689320388,1.0,1.0058252427184466,0,0.0,489,0.9495145631067962,0.944015444015444,0.9939024390243902,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,max,frozen_threshold_any_frame_referral,0.05,0.09579211,518,515,0.9942084942084942,434,0.8378378378378378,434,0.8427184466019417,1.0,1.0058252427184466,0,0.0,81,0.15728155339805824,0.15637065637065636,0.9642857142857143,0.9825242718446602,0.9998967076335847
