hypothesis_id,model_a,model_b,scope,stratum,metric,sequence_units,exact_p_value,p_value_bh
H0228,absence_and_run_length,identity,sequence,high_motion_sequences,mean_boundary_iou,4,0.5,0.6396148555708391
H0229,absence_and_run_length,identity,sequence,all_sequences,mean_false_positive_fraction,8,0.0078125,0.04403409090909091
H0230,absence_and_run_length,identity,sequence,positive_sequences,mean_false_positive_fraction,8,0.0078125,0.04403409090909091
H0231,absence_and_run_length,identity,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.125,0.26182432432432434
H0232,absence_and_run_length,identity,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.125,0.26182432432432434
H0233,absence_and_run_length,identity,sequence,all_sequences,false_positive_frames,8,0.03125,0.11487154150197629
H0234,absence_and_run_length,identity,sequence,positive_sequences,false_positive_frames,8,0.03125,0.11487154150197629
H0235,absence_and_run_length,identity,sequence,low_motion_sequences,false_positive_frames,4,0.5,0.6396148555708391
H0236,absence_and_run_length,identity,sequence,high_motion_sequences,false_positive_frames,4,0.125,0.26182432432432434
H0237,absence_and_run_length,identity,sequence,all_sequences,false_positive_run_count,8,0.03125,0.11487154150197629
H0238,absence_and_run_length,identity,sequence,positive_sequences,false_positive_run_count,8,0.03125,0.11487154150197629
H0239,absence_and_run_length,identity,sequence,low_motion_sequences,false_positive_run_count,4,0.5,0.6396148555708391
H0240,absence_and_run_length,identity,sequence,high_motion_sequences,false_positive_run_count,4,0.125,0.26182432432432434
H0241,absence_and_run_length,identity,sequence,all_sequences,prediction_fragment_count,8,0.1953125,0.393161525974026
H0242,absence_and_run_length,identity,sequence,positive_sequences,prediction_fragment_count,8,0.1953125,0.393161525974026
H0243,absence_and_run_length,identity,sequence,low_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0244,absence_and_run_length,identity,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0245,absence_and_run_length,identity,sequence,all_sequences,prediction_positive_frames,8,0.0078125,0.04403409090909091
H0246,absence_and_run_length,identity,sequence,positive_sequences,prediction_positive_frames,8,0.0078125,0.04403409090909091
H0247,absence_and_run_length,identity,sequence,low_motion_sequences,prediction_positive_frames,4,0.125,0.26182432432432434
H0248,absence_and_run_length,identity,sequence,high_motion_sequences,prediction_positive_frames,4,0.125,0.26182432432432434
H0249,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,dice,8,0.4375,0.6298374613003096
H0250,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,dice,8,0.0625,0.19246688741721854
H0251,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,dice,8,0.125,0.26182432432432434
H0252,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,8,0.4375,0.6298374613003096
H0253,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,dice,8,0.1875,0.3824013157894737
H0254,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,dice,8,0.25,0.41517857142857145
H0255,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,iou,8,0.5,0.6396148555708391
H0256,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,iou,8,0.0625,0.19246688741721854
H0257,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,iou,8,0.125,0.26182432432432434
H0258,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,8,0.5,0.6396148555708391
H0259,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,iou,8,0.1875,0.3824013157894737
H0260,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,iou,8,0.25,0.41517857142857145
H0261,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,boundary_iou,8,0.9375,1.0
H0262,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0625,0.19246688741721854
H0263,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.125,0.26182432432432434
H0264,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.9375,1.0
H0265,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.125,0.26182432432432434
H0266,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.25,0.41517857142857145
H0267,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,mae,8,0.5625,0.7098032564450475
H0268,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,mae,8,0.375,0.5588942307692307
H0269,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,mae,8,0.125,0.26182432432432434
H0270,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,8,0.5625,0.7098032564450475
H0271,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,mae,8,1.0,1.0
H0272,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,mae,8,0.75,0.8908045977011494
H0273,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0274,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0275,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.125,0.26182432432432434
H0276,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0277,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0278,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.125,0.26182432432432434
H0279,absence_and_run_length,run_length_5,sequence,all_sequences,mean_dice,8,0.4375,0.6298374613003096
H0280,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_dice,8,0.4375,0.6298374613003096
H0281,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_dice,4,1.0,1.0
H0282,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_dice,4,0.5,0.6396148555708391
H0283,absence_and_run_length,run_length_5,sequence,all_sequences,mean_iou,8,0.5,0.6396148555708391
H0284,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_iou,8,0.5,0.6396148555708391
H0285,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_iou,4,1.0,1.0
H0286,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_iou,4,0.5,0.6396148555708391
H0287,absence_and_run_length,run_length_5,sequence,all_sequences,mean_boundary_iou,8,0.9375,1.0
H0288,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_boundary_iou,8,0.9375,1.0
H0289,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,4,1.0,1.0
H0290,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,4,0.75,0.8908045977011494
H0291,absence_and_run_length,run_length_5,sequence,all_sequences,mean_false_positive_fraction,8,0.0625,0.19246688741721854
H0292,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,8,0.0625,0.19246688741721854
H0293,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.5,0.6396148555708391
H0294,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0295,absence_and_run_length,run_length_5,sequence,all_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0296,absence_and_run_length,run_length_5,sequence,positive_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0297,absence_and_run_length,run_length_5,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0298,absence_and_run_length,run_length_5,sequence,high_motion_sequences,false_positive_frames,4,0.25,0.41517857142857145
H0299,absence_and_run_length,run_length_5,sequence,all_sequences,false_positive_run_count,8,0.25,0.41517857142857145
H0300,absence_and_run_length,run_length_5,sequence,positive_sequences,false_positive_run_count,8,0.25,0.41517857142857145
H0301,absence_and_run_length,run_length_5,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0302,absence_and_run_length,run_length_5,sequence,high_motion_sequences,false_positive_run_count,4,0.5,0.6396148555708391
H0303,absence_and_run_length,run_length_5,sequence,all_sequences,prediction_fragment_count,8,0.75,0.8908045977011494
H0304,absence_and_run_length,run_length_5,sequence,positive_sequences,prediction_fragment_count,8,0.75,0.8908045977011494
H0305,absence_and_run_length,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0306,absence_and_run_length,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0307,absence_and_run_length,run_length_5,sequence,all_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0308,absence_and_run_length,run_length_5,sequence,positive_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0309,absence_and_run_length,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0310,absence_and_run_length,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0311,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,all_frames,dice,8,0.0078125,0.04403409090909091
H0312,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_positive_frames,dice,8,0.0078125,0.04403409090909091
H0313,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_empty_frames,dice,8,0.375,0.5588942307692307
H0314,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,positive_sequence_frames,dice,8,0.0078125,0.04403409090909091
H0315,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,low_motion_frames,dice,8,0.4453125,0.6391059027777778
H0316,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,high_motion_frames,dice,8,0.0078125,0.04403409090909091
H0317,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,all_frames,iou,8,0.0078125,0.04403409090909091
H0318,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_positive_frames,iou,8,0.0078125,0.04403409090909091
H0319,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_empty_frames,iou,8,0.375,0.5588942307692307
H0320,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,positive_sequence_frames,iou,8,0.0078125,0.04403409090909091
H0321,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,low_motion_frames,iou,8,0.25,0.41517857142857145
H0322,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,high_motion_frames,iou,8,0.0078125,0.04403409090909091
H0323,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,all_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0324,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0325,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.375,0.5588942307692307
H0326,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0327,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.0703125,0.2143954918032787
H0328,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0329,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,all_frames,mae,8,0.0078125,0.04403409090909091
H0330,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_positive_frames,mae,8,0.0078125,0.04403409090909091
H0331,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_empty_frames,mae,8,0.0078125,0.04403409090909091
H0332,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,positive_sequence_frames,mae,8,0.0078125,0.04403409090909091
H0333,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,low_motion_frames,mae,8,0.0078125,0.04403409090909091
H0334,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,high_motion_frames,mae,8,0.0078125,0.04403409090909091
H0335,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,all_frames,false_positive_fraction,8,0.5859375,0.7314387583892618
H0336,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.859375,1.0
H0337,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.59375,0.7392068273092369
H0338,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.5859375,0.7314387583892618
H0339,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.296875,0.4793294270833333
H0340,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.6953125,0.850842927631579
H0341,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0342,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0343,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0344,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0345,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0346,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0347,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0348,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0349,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0350,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0351,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0352,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0353,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,mean_false_positive_fraction,8,0.5859375,0.7314387583892618
H0354,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,mean_false_positive_fraction,8,0.5859375,0.7314387583892618
H0355,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.375,0.5588942307692307
H0356,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0357,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,false_positive_frames,8,0.5,0.6396148555708391
H0358,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,false_positive_frames,8,0.5,0.6396148555708391
H0359,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0360,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,false_positive_frames,4,1.0,1.0
H0361,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0362,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0363,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0364,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,false_positive_run_count,4,0.25,0.41517857142857145
H0365,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0366,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0367,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0368,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0369,confidence_and_run_length_5,ema_alpha_0_30,sequence,all_sequences,prediction_positive_frames,8,0.1875,0.3824013157894737
H0370,confidence_and_run_length_5,ema_alpha_0_30,sequence,positive_sequences,prediction_positive_frames,8,0.1875,0.3824013157894737
H0371,confidence_and_run_length_5,ema_alpha_0_30,sequence,low_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0372,confidence_and_run_length_5,ema_alpha_0_30,sequence,high_motion_sequences,prediction_positive_frames,4,0.75,0.8908045977011494
H0373,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,all_frames,dice,8,0.0078125,0.04403409090909091
H0374,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,dice,8,0.0078125,0.04403409090909091
H0375,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,dice,8,0.125,0.26182432432432434
H0376,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,dice,8,0.0078125,0.04403409090909091
H0377,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,8,0.0234375,0.10330272511848342
H0378,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,8,0.0078125,0.04403409090909091
H0379,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,8,0.0078125,0.04403409090909091
H0380,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,8,0.0078125,0.04403409090909091
H0381,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,8,0.125,0.26182432432432434
H0382,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,8,0.0078125,0.04403409090909091
H0383,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,8,0.015625,0.07451923076923077
H0384,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,8,0.0078125,0.04403409090909091
H0385,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0386,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0387,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.125,0.26182432432432434
H0388,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0389,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0390,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0391,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,8,0.0078125,0.04403409090909091
H0392,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,8,0.0078125,0.04403409090909091
H0393,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,8,0.0078125,0.04403409090909091
H0394,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,8,0.0078125,0.04403409090909091
H0395,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,8,0.0078125,0.04403409090909091
H0396,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,8,0.0078125,0.04403409090909091
H0397,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,8,0.375,0.5588942307692307
H0398,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.2109375,0.41517857142857145
H0399,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.84375,0.9957963197969543
H0400,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.375,0.5588942307692307
H0401,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.9296875,1.0
H0402,confidence_and_run_length_5,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.3125,0.4993556701030928
H0403,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0404,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0405,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0406,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0407,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0408,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0409,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0410,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0411,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0412,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0413,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0414,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0415,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,mean_false_positive_fraction,8,0.375,0.5588942307692307
H0416,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,mean_false_positive_fraction,8,0.375,0.5588942307692307
H0417,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.625,0.7719123505976095
H0418,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.125,0.26182432432432434
H0419,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0420,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0421,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0422,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,false_positive_frames,4,0.25,0.41517857142857145
H0423,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0424,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0425,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0426,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,false_positive_run_count,4,0.25,0.41517857142857145
H0427,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0428,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0429,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0430,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0431,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,all_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0432,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,positive_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0433,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,low_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0434,confidence_and_run_length_5,foreground_drop_reset_ema,sequence,high_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0435,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,dice,8,0.28125,0.45968804920913886
H0436,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,dice,8,0.25,0.41517857142857145
H0437,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,dice,8,0.125,0.26182432432432434
H0438,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,dice,8,0.28125,0.45968804920913886
H0439,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,dice,8,0.125,0.26182432432432434
H0440,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,dice,8,0.5,0.6396148555708391
H0441,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,iou,8,0.21875,0.41517857142857145
H0442,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,iou,8,0.25,0.41517857142857145
H0443,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,iou,8,0.125,0.26182432432432434
H0444,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,iou,8,0.21875,0.41517857142857145
H0445,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,iou,8,0.125,0.26182432432432434
H0446,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,iou,8,0.5,0.6396148555708391
H0447,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,boundary_iou,8,0.21875,0.41517857142857145
H0448,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.25,0.41517857142857145
H0449,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.125,0.26182432432432434
H0450,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.21875,0.41517857142857145
H0451,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.125,0.26182432432432434
H0452,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.5,0.6396148555708391
H0453,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,mae,8,0.078125,0.23362138263665594
H0454,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,mae,8,0.4609375,0.6396148555708391
H0455,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,mae,8,0.015625,0.07451923076923077
H0456,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,mae,8,0.078125,0.23362138263665594
H0457,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,mae,8,0.015625,0.07451923076923077
