hypothesis_id,model_a,model_b,scope,stratum,metric,sequence_units,exact_p_value,p_value_bh
H0458,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,mae,8,1.0,1.0
H0459,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,false_positive_fraction,8,0.03125,0.11487154150197629
H0460,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.25,0.41517857142857145
H0461,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.125,0.26182432432432434
H0462,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.03125,0.11487154150197629
H0463,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0464,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.5,0.6396148555708391
H0465,confidence_and_run_length_5,identity,sequence,all_sequences,mean_dice,8,0.28125,0.45968804920913886
H0466,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_dice,8,0.28125,0.45968804920913886
H0467,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_dice,4,1.0,1.0
H0468,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_dice,4,0.25,0.41517857142857145
H0469,confidence_and_run_length_5,identity,sequence,all_sequences,mean_iou,8,0.21875,0.41517857142857145
H0470,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_iou,8,0.21875,0.41517857142857145
H0471,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_iou,4,1.0,1.0
H0472,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_iou,4,0.25,0.41517857142857145
H0473,confidence_and_run_length_5,identity,sequence,all_sequences,mean_boundary_iou,8,0.21875,0.41517857142857145
H0474,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_boundary_iou,8,0.21875,0.41517857142857145
H0475,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_boundary_iou,4,1.0,1.0
H0476,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_boundary_iou,4,0.25,0.41517857142857145
H0477,confidence_and_run_length_5,identity,sequence,all_sequences,mean_false_positive_fraction,8,0.03125,0.11487154150197629
H0478,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_false_positive_fraction,8,0.03125,0.11487154150197629
H0479,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0480,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0481,confidence_and_run_length_5,identity,sequence,all_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0482,confidence_and_run_length_5,identity,sequence,positive_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0483,confidence_and_run_length_5,identity,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0484,confidence_and_run_length_5,identity,sequence,high_motion_sequences,false_positive_frames,4,0.25,0.41517857142857145
H0485,confidence_and_run_length_5,identity,sequence,all_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0486,confidence_and_run_length_5,identity,sequence,positive_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0487,confidence_and_run_length_5,identity,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0488,confidence_and_run_length_5,identity,sequence,high_motion_sequences,false_positive_run_count,4,0.25,0.41517857142857145
H0489,confidence_and_run_length_5,identity,sequence,all_sequences,prediction_fragment_count,8,0.03125,0.11487154150197629
H0490,confidence_and_run_length_5,identity,sequence,positive_sequences,prediction_fragment_count,8,0.03125,0.11487154150197629
H0491,confidence_and_run_length_5,identity,sequence,low_motion_sequences,prediction_fragment_count,4,0.25,0.41517857142857145
H0492,confidence_and_run_length_5,identity,sequence,high_motion_sequences,prediction_fragment_count,4,0.25,0.41517857142857145
H0493,confidence_and_run_length_5,identity,sequence,all_sequences,prediction_positive_frames,8,0.03125,0.11487154150197629
H0494,confidence_and_run_length_5,identity,sequence,positive_sequences,prediction_positive_frames,8,0.03125,0.11487154150197629
H0495,confidence_and_run_length_5,identity,sequence,low_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0496,confidence_and_run_length_5,identity,sequence,high_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0497,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,dice,8,1.0,1.0
H0498,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,dice,8,1.0,1.0
H0499,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,dice,8,1.0,1.0
H0500,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,8,1.0,1.0
H0501,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,dice,8,1.0,1.0
H0502,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,dice,8,1.0,1.0
H0503,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,iou,8,1.0,1.0
H0504,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,iou,8,1.0,1.0
H0505,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,iou,8,1.0,1.0
H0506,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,8,1.0,1.0
H0507,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,iou,8,1.0,1.0
H0508,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,iou,8,1.0,1.0
H0509,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,boundary_iou,8,1.0,1.0
H0510,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,8,1.0,1.0
H0511,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,8,1.0,1.0
H0512,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,1.0,1.0
H0513,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,8,1.0,1.0
H0514,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,8,1.0,1.0
H0515,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,mae,8,1.0,1.0
H0516,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,mae,8,1.0,1.0
H0517,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,mae,8,1.0,1.0
H0518,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,8,1.0,1.0
H0519,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,mae,8,1.0,1.0
H0520,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,mae,8,1.0,1.0
H0521,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,8,1.0,1.0
H0522,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,1.0,1.0
H0523,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,1.0,1.0
H0524,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,1.0,1.0
H0525,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,1.0,1.0
H0526,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,1.0,1.0
H0527,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_dice,8,1.0,1.0
H0528,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_dice,8,1.0,1.0
H0529,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_dice,4,1.0,1.0
H0530,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_dice,4,1.0,1.0
H0531,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_iou,8,1.0,1.0
H0532,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_iou,8,1.0,1.0
H0533,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_iou,4,1.0,1.0
H0534,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_iou,4,1.0,1.0
H0535,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_boundary_iou,8,1.0,1.0
H0536,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_boundary_iou,8,1.0,1.0
H0537,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,4,1.0,1.0
H0538,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,4,1.0,1.0
H0539,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_false_positive_fraction,8,1.0,1.0
H0540,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,8,1.0,1.0
H0541,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,4,1.0,1.0
H0542,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,4,1.0,1.0
H0543,confidence_and_run_length_5,run_length_5,sequence,all_sequences,false_positive_frames,8,1.0,1.0
H0544,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,false_positive_frames,8,1.0,1.0
H0545,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0546,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,false_positive_frames,4,1.0,1.0
H0547,confidence_and_run_length_5,run_length_5,sequence,all_sequences,false_positive_run_count,8,1.0,1.0
H0548,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,false_positive_run_count,8,1.0,1.0
H0549,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0550,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,false_positive_run_count,4,1.0,1.0
H0551,confidence_and_run_length_5,run_length_5,sequence,all_sequences,prediction_fragment_count,8,1.0,1.0
H0552,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,prediction_fragment_count,8,1.0,1.0
H0553,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0554,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0555,confidence_and_run_length_5,run_length_5,sequence,all_sequences,prediction_positive_frames,8,1.0,1.0
H0556,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,prediction_positive_frames,8,1.0,1.0
H0557,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,4,1.0,1.0
H0558,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,4,1.0,1.0
H0559,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,dice,8,0.375,0.5588942307692307
H0560,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,dice,8,0.4375,0.6298374613003096
H0561,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,dice,8,0.5,0.6396148555708391
H0562,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,dice,8,0.375,0.5588942307692307
H0563,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,8,0.0625,0.19246688741721854
H0564,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,8,0.75,0.8908045977011494
H0565,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,8,0.375,0.5588942307692307
H0566,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,8,0.5,0.6396148555708391
H0567,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,8,0.5,0.6396148555708391
H0568,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,8,0.375,0.5588942307692307
H0569,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,8,0.0625,0.19246688741721854
H0570,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,8,0.6875,0.8435026385224275
H0571,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,8,0.3125,0.4993556701030928
H0572,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.625,0.7719123505976095
H0573,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.5,0.6396148555708391
H0574,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.3125,0.4993556701030928
H0575,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.0625,0.19246688741721854
H0576,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.625,0.7719123505976095
H0577,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,8,0.75,0.8908045977011494
H0578,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,8,1.0,1.0
H0579,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,8,0.75,0.8908045977011494
H0580,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,8,0.75,0.8908045977011494
H0581,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,8,0.375,0.5588942307692307
H0582,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,8,1.0,1.0
H0583,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0584,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0585,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.375,0.5588942307692307
H0586,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0587,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0588,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.125,0.26182432432432434
H0589,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,mean_dice,8,0.375,0.5588942307692307
H0590,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,mean_dice,8,0.375,0.5588942307692307
H0591,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_dice,4,1.0,1.0
H0592,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_dice,4,0.5,0.6396148555708391
H0593,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,mean_iou,8,0.375,0.5588942307692307
H0594,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,mean_iou,8,0.375,0.5588942307692307
H0595,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_iou,4,1.0,1.0
H0596,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_iou,4,0.5,0.6396148555708391
H0597,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,mean_boundary_iou,8,0.3125,0.4993556701030928
H0598,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,mean_boundary_iou,8,0.3125,0.4993556701030928
H0599,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_boundary_iou,4,0.5,0.6396148555708391
H0600,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_boundary_iou,4,0.5,0.6396148555708391
H0601,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,mean_false_positive_fraction,8,0.0625,0.19246688741721854
H0602,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,mean_false_positive_fraction,8,0.0625,0.19246688741721854
H0603,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.5,0.6396148555708391
H0604,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0605,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,false_positive_frames,8,0.375,0.5588942307692307
H0606,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,false_positive_frames,8,0.375,0.5588942307692307
H0607,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0608,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,false_positive_frames,4,0.5,0.6396148555708391
H0609,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,false_positive_run_count,8,0.375,0.5588942307692307
H0610,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,false_positive_run_count,8,0.375,0.5588942307692307
H0611,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0612,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,false_positive_run_count,4,0.5,0.6396148555708391
H0613,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,prediction_fragment_count,8,1.0,1.0
H0614,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,prediction_fragment_count,8,1.0,1.0
H0615,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0616,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0617,ema_alpha_0_30,foreground_drop_reset_ema,sequence,all_sequences,prediction_positive_frames,8,0.375,0.5588942307692307
H0618,ema_alpha_0_30,foreground_drop_reset_ema,sequence,positive_sequences,prediction_positive_frames,8,0.375,0.5588942307692307
H0619,ema_alpha_0_30,foreground_drop_reset_ema,sequence,low_motion_sequences,prediction_positive_frames,4,1.0,1.0
H0620,ema_alpha_0_30,foreground_drop_reset_ema,sequence,high_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0621,ema_alpha_0_30,identity,frame_sequence_mean,all_frames,dice,8,0.0234375,0.10330272511848342
H0622,ema_alpha_0_30,identity,frame_sequence_mean,target_positive_frames,dice,8,0.0078125,0.04403409090909091
H0623,ema_alpha_0_30,identity,frame_sequence_mean,target_empty_frames,dice,8,0.25,0.41517857142857145
H0624,ema_alpha_0_30,identity,frame_sequence_mean,positive_sequence_frames,dice,8,0.0234375,0.10330272511848342
H0625,ema_alpha_0_30,identity,frame_sequence_mean,low_motion_frames,dice,8,0.2578125,0.4273897058823529
H0626,ema_alpha_0_30,identity,frame_sequence_mean,high_motion_frames,dice,8,0.0078125,0.04403409090909091
H0627,ema_alpha_0_30,identity,frame_sequence_mean,all_frames,iou,8,0.0234375,0.10330272511848342
H0628,ema_alpha_0_30,identity,frame_sequence_mean,target_positive_frames,iou,8,0.0078125,0.04403409090909091
H0629,ema_alpha_0_30,identity,frame_sequence_mean,target_empty_frames,iou,8,0.25,0.41517857142857145
H0630,ema_alpha_0_30,identity,frame_sequence_mean,positive_sequence_frames,iou,8,0.0234375,0.10330272511848342
H0631,ema_alpha_0_30,identity,frame_sequence_mean,low_motion_frames,iou,8,0.3203125,0.5109616209262435
H0632,ema_alpha_0_30,identity,frame_sequence_mean,high_motion_frames,iou,8,0.0078125,0.04403409090909091
H0633,ema_alpha_0_30,identity,frame_sequence_mean,all_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0634,ema_alpha_0_30,identity,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0635,ema_alpha_0_30,identity,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.25,0.41517857142857145
H0636,ema_alpha_0_30,identity,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0637,ema_alpha_0_30,identity,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.9140625,1.0
H0638,ema_alpha_0_30,identity,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0639,ema_alpha_0_30,identity,frame_sequence_mean,all_frames,mae,8,0.0078125,0.04403409090909091
H0640,ema_alpha_0_30,identity,frame_sequence_mean,target_positive_frames,mae,8,0.0078125,0.04403409090909091
H0641,ema_alpha_0_30,identity,frame_sequence_mean,target_empty_frames,mae,8,0.1796875,0.37301199776785715
H0642,ema_alpha_0_30,identity,frame_sequence_mean,positive_sequence_frames,mae,8,0.0078125,0.04403409090909091
H0643,ema_alpha_0_30,identity,frame_sequence_mean,low_motion_frames,mae,8,0.0234375,0.10330272511848342
H0644,ema_alpha_0_30,identity,frame_sequence_mean,high_motion_frames,mae,8,0.0078125,0.04403409090909091
H0645,ema_alpha_0_30,identity,frame_sequence_mean,all_frames,false_positive_fraction,8,0.1015625,0.26182432432432434
H0646,ema_alpha_0_30,identity,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.6484375,0.7987375827814569
H0647,ema_alpha_0_30,identity,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.140625,0.29323150224215244
H0648,ema_alpha_0_30,identity,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.1015625,0.26182432432432434
H0649,ema_alpha_0_30,identity,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.015625,0.07451923076923077
H0650,ema_alpha_0_30,identity,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.65625,0.8072916666666666
H0651,ema_alpha_0_30,identity,sequence,all_sequences,mean_dice,8,0.0234375,0.10330272511848342
H0652,ema_alpha_0_30,identity,sequence,positive_sequences,mean_dice,8,0.0234375,0.10330272511848342
H0653,ema_alpha_0_30,identity,sequence,low_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0654,ema_alpha_0_30,identity,sequence,high_motion_sequences,mean_dice,4,0.25,0.41517857142857145
H0655,ema_alpha_0_30,identity,sequence,all_sequences,mean_iou,8,0.0234375,0.10330272511848342
H0656,ema_alpha_0_30,identity,sequence,positive_sequences,mean_iou,8,0.0234375,0.10330272511848342
H0657,ema_alpha_0_30,identity,sequence,low_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0658,ema_alpha_0_30,identity,sequence,high_motion_sequences,mean_iou,4,0.25,0.41517857142857145
H0659,ema_alpha_0_30,identity,sequence,all_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0660,ema_alpha_0_30,identity,sequence,positive_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0661,ema_alpha_0_30,identity,sequence,low_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0662,ema_alpha_0_30,identity,sequence,high_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0663,ema_alpha_0_30,identity,sequence,all_sequences,mean_false_positive_fraction,8,0.1015625,0.26182432432432434
H0664,ema_alpha_0_30,identity,sequence,positive_sequences,mean_false_positive_fraction,8,0.1015625,0.26182432432432434
H0665,ema_alpha_0_30,identity,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0666,ema_alpha_0_30,identity,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.625,0.7719123505976095
H0667,ema_alpha_0_30,identity,sequence,all_sequences,false_positive_frames,8,0.25,0.41517857142857145
H0668,ema_alpha_0_30,identity,sequence,positive_sequences,false_positive_frames,8,0.25,0.41517857142857145
H0669,ema_alpha_0_30,identity,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0670,ema_alpha_0_30,identity,sequence,high_motion_sequences,false_positive_frames,4,0.5,0.6396148555708391
H0671,ema_alpha_0_30,identity,sequence,all_sequences,false_positive_run_count,8,0.5,0.6396148555708391
H0672,ema_alpha_0_30,identity,sequence,positive_sequences,false_positive_run_count,8,0.5,0.6396148555708391
H0673,ema_alpha_0_30,identity,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0674,ema_alpha_0_30,identity,sequence,high_motion_sequences,false_positive_run_count,4,1.0,1.0
H0675,ema_alpha_0_30,identity,sequence,all_sequences,prediction_fragment_count,8,0.25,0.41517857142857145
H0676,ema_alpha_0_30,identity,sequence,positive_sequences,prediction_fragment_count,8,0.25,0.41517857142857145
H0677,ema_alpha_0_30,identity,sequence,low_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0678,ema_alpha_0_30,identity,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0679,ema_alpha_0_30,identity,sequence,all_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0680,ema_alpha_0_30,identity,sequence,positive_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0681,ema_alpha_0_30,identity,sequence,low_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0682,ema_alpha_0_30,identity,sequence,high_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0683,ema_alpha_0_30,run_length_5,frame_sequence_mean,all_frames,dice,8,0.0078125,0.04403409090909091
H0684,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_positive_frames,dice,8,0.0078125,0.04403409090909091
H0685,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_empty_frames,dice,8,0.375,0.5588942307692307
H0686,ema_alpha_0_30,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,8,0.0078125,0.04403409090909091
H0687,ema_alpha_0_30,run_length_5,frame_sequence_mean,low_motion_frames,dice,8,0.4453125,0.6391059027777778
H0688,ema_alpha_0_30,run_length_5,frame_sequence_mean,high_motion_frames,dice,8,0.0078125,0.04403409090909091
H0689,ema_alpha_0_30,run_length_5,frame_sequence_mean,all_frames,iou,8,0.0078125,0.04403409090909091
H0690,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_positive_frames,iou,8,0.0078125,0.04403409090909091
H0691,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_empty_frames,iou,8,0.375,0.5588942307692307
H0692,ema_alpha_0_30,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,8,0.0078125,0.04403409090909091
H0693,ema_alpha_0_30,run_length_5,frame_sequence_mean,low_motion_frames,iou,8,0.25,0.41517857142857145
H0694,ema_alpha_0_30,run_length_5,frame_sequence_mean,high_motion_frames,iou,8,0.0078125,0.04403409090909091
H0695,ema_alpha_0_30,run_length_5,frame_sequence_mean,all_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0696,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0697,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.375,0.5588942307692307
H0698,ema_alpha_0_30,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0699,ema_alpha_0_30,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.0703125,0.2143954918032787
