hypothesis_id,model_a,model_b,scope,stratum,metric,iterations,seed,sequence_units,mean_a,mean_b,mean_delta,ci95_lower,ci95_upper,p_value,p_method,p_sign_assignments,p_value_bh
H0197,absence_and_run_length,identity,frame_sequence_mean,low_motion_frames,iou,10000,0,8,0.6536502692252344,0.5562812362188227,0.09736903300641159,0.024861235979850287,0.18278139464515208,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0198,absence_and_run_length,identity,frame_sequence_mean,high_motion_frames,iou,10000,0,8,0.6488658464753185,0.6961859142663608,-0.04732006779104223,-0.08966605771385901,-0.011282615271889868,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0199,absence_and_run_length,identity,frame_sequence_mean,all_frames,boundary_iou,10000,0,8,0.5424876211131175,0.5015748499333714,0.040912771179746094,-0.009788827757649367,0.10117104622270233,0.296875,exact_two_sided_paired_sign_flip,256,0.4793294270833333
H0200,absence_and_run_length,identity,frame_sequence_mean,target_positive_frames,boundary_iou,10000,0,8,0.4893213964456823,0.5287215741722633,-0.039400177726581,-0.06597745505473665,-0.01674704023416361,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0201,absence_and_run_length,identity,frame_sequence_mean,target_empty_frames,boundary_iou,10000,0,8,0.706453634085213,0.38962325167758105,0.31683038240763195,0.13941102756892232,0.5405145929339477,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0202,absence_and_run_length,identity,frame_sequence_mean,positive_sequence_frames,boundary_iou,10000,0,8,0.5424876211131175,0.5015748499333714,0.040912771179746094,-0.009358646372325457,0.10061311376077774,0.296875,exact_two_sided_paired_sign_flip,256,0.4793294270833333
H0203,absence_and_run_length,identity,frame_sequence_mean,low_motion_frames,boundary_iou,10000,0,8,0.5770033137417246,0.4740506152927467,0.102952698448978,0.032682001973588025,0.185826631392344,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0204,absence_and_run_length,identity,frame_sequence_mean,high_motion_frames,boundary_iou,10000,0,8,0.48799596858752864,0.5183732865547508,-0.030377317967222116,-0.06269955655011067,-0.006038555764119047,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0205,absence_and_run_length,identity,frame_sequence_mean,all_frames,mae,10000,0,8,0.03589829581333146,0.03884977317070247,-0.002951477357371015,-0.009506611597049108,0.004080270114126831,0.484375,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0206,absence_and_run_length,identity,frame_sequence_mean,target_positive_frames,mae,10000,0,8,0.03869177781907113,0.03517391711486461,0.003517860704206513,-0.003441950795349826,0.010754241033341208,0.3671875,exact_two_sided_paired_sign_flip,256,0.5588942307692307
H0207,absence_and_run_length,identity,frame_sequence_mean,target_empty_frames,mae,10000,0,8,0.022936656054456245,0.04013138698868242,-0.017194730934226174,-0.030691979309115405,-0.005602031283051818,0.015625,exact_two_sided_paired_sign_flip,256,0.07451923076923077
H0208,absence_and_run_length,identity,frame_sequence_mean,positive_sequence_frames,mae,10000,0,8,0.03589829581333146,0.03884977317070247,-0.002951477357371015,-0.009608921135792642,0.004362769046747958,0.484375,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0209,absence_and_run_length,identity,frame_sequence_mean,low_motion_frames,mae,10000,0,8,0.02695855279403466,0.033555824813201726,-0.006597272019167065,-0.014125586325565232,0.0017606104607090331,0.15625,exact_two_sided_paired_sign_flip,256,0.3250838926174497
H0210,absence_and_run_length,identity,frame_sequence_mean,high_motion_frames,mae,10000,0,8,0.04559779998496841,0.04309116069368399,0.002506639291284418,-0.006852650381302612,0.010891309892608447,0.6171875,exact_two_sided_paired_sign_flip,256,0.7673587901069518
H0211,absence_and_run_length,identity,frame_sequence_mean,all_frames,false_positive_fraction,10000,0,8,0.018156348993613788,0.025512219745152456,-0.007355870751538672,-0.011273783175435197,-0.0035035842818868686,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0212,absence_and_run_length,identity,frame_sequence_mean,target_positive_frames,false_positive_fraction,10000,0,8,0.01525144234013174,0.018086543886504443,-0.002835101546372705,-0.006431486050555469,-0.0006320049555614756,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0213,absence_and_run_length,identity,frame_sequence_mean,target_empty_frames,false_positive_fraction,10000,0,8,0.022936656062764335,0.04003722001091842,-0.017100563948154082,-0.03078234843830991,-0.0053036613751174825,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0214,absence_and_run_length,identity,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,10000,0,8,0.018156348993613788,0.025512219745152456,-0.007355870751538672,-0.011293039173560202,-0.003712350953205459,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0215,absence_and_run_length,identity,frame_sequence_mean,low_motion_frames,false_positive_fraction,10000,0,8,0.01677032130133184,0.026035496058981523,-0.009265174757649684,-0.014863492281164575,-0.004108762136939551,0.015625,exact_two_sided_paired_sign_flip,256,0.07451923076923077
H0216,absence_and_run_length,identity,frame_sequence_mean,high_motion_frames,false_positive_fraction,10000,0,8,0.020479666034457653,0.024686839169386708,-0.004207173134929051,-0.010237307709375146,-0.0006934984864672359,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0217,absence_and_run_length,identity,sequence,all_sequences,mean_dice,10000,0,8,0.7017252458515602,0.6784036069513342,0.023321638900226073,-0.03838280269765828,0.08883934392792579,0.53125,exact_two_sided_paired_sign_flip,256,0.6758720930232558
H0218,absence_and_run_length,identity,sequence,positive_sequences,mean_dice,10000,0,8,0.7017252458515602,0.6784036069513342,0.023321638900226073,-0.03936212517209264,0.09104601227527075,0.53125,exact_two_sided_paired_sign_flip,256,0.6758720930232558
H0219,absence_and_run_length,identity,sequence,low_motion_sequences,mean_dice,10000,0,4,0.6089992325393101,0.5879552510770945,0.021043981462215686,-0.03392792854468443,0.09440715501512678,0.875,exact_two_sided_paired_sign_flip,16,1.0
H0220,absence_and_run_length,identity,sequence,high_motion_sequences,mean_dice,10000,0,4,0.7944512591638103,0.7688519628255738,0.02559929633823646,-0.07246134317229697,0.13812937759447932,0.75,exact_two_sided_paired_sign_flip,16,0.8908045977011494
H0221,absence_and_run_length,identity,sequence,all_sequences,mean_iou,10000,0,8,0.659742727942429,0.630950136712066,0.028792591230362895,-0.027919444535848388,0.0943968000385556,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0222,absence_and_run_length,identity,sequence,positive_sequences,mean_iou,10000,0,8,0.659742727942429,0.630950136712066,0.028792591230362895,-0.027924207545478783,0.09406121052135999,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0223,absence_and_run_length,identity,sequence,low_motion_sequences,mean_iou,10000,0,4,0.5705821802367805,0.5455360553197749,0.025046124917005606,-0.02866007269872599,0.09562770055147642,0.75,exact_two_sided_paired_sign_flip,16,0.8908045977011494
H0224,absence_and_run_length,identity,sequence,high_motion_sequences,mean_iou,10000,0,4,0.7489032756480775,0.7163642181043572,0.032539057543720176,-0.05900573114692406,0.14035500760017783,0.75,exact_two_sided_paired_sign_flip,16,0.8908045977011494
H0225,absence_and_run_length,identity,sequence,all_sequences,mean_boundary_iou,10000,0,8,0.5424876211131175,0.5015748499333714,0.040912771179746114,-0.008768580786287061,0.10150869435040427,0.296875,exact_two_sided_paired_sign_flip,256,0.4793294270833333
H0226,absence_and_run_length,identity,sequence,positive_sequences,mean_boundary_iou,10000,0,8,0.5424876211131175,0.5015748499333714,0.040912771179746114,-0.00962471326508741,0.1027044594984586,0.296875,exact_two_sided_paired_sign_flip,256,0.4793294270833333
H0227,absence_and_run_length,identity,sequence,low_motion_sequences,mean_boundary_iou,10000,0,4,0.4615931011824339,0.43317251977377336,0.02842058140866055,-0.02280291836142434,0.09581971850734325,0.75,exact_two_sided_paired_sign_flip,16,0.8908045977011494
H0228,absence_and_run_length,identity,sequence,high_motion_sequences,mean_boundary_iou,10000,0,4,0.6233821410438012,0.5699771800929695,0.05340496095083168,-0.021645983063246915,0.15208213198499002,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0229,absence_and_run_length,identity,sequence,all_sequences,mean_false_positive_fraction,10000,0,8,0.018156348993613788,0.025512219745152456,-0.007355870751538672,-0.011328447804703538,-0.003616836397633501,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0230,absence_and_run_length,identity,sequence,positive_sequences,mean_false_positive_fraction,10000,0,8,0.018156348993613788,0.025512219745152456,-0.007355870751538672,-0.011186548760134269,-0.0035510975668267804,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0231,absence_and_run_length,identity,sequence,low_motion_sequences,mean_false_positive_fraction,10000,0,4,0.028592354829709933,0.03699193939988246,-0.008399584570172527,-0.015075591929229627,-0.0017235772111154268,0.125,exact_two_sided_paired_sign_flip,16,0.26182432432432434
H0232,absence_and_run_length,identity,sequence,high_motion_sequences,mean_false_positive_fraction,10000,0,4,0.007720343157517636,0.014032500090422454,-0.006312156932904817,-0.010221177842881943,-0.0024031360229276894,0.125,exact_two_sided_paired_sign_flip,16,0.26182432432432434
H0233,absence_and_run_length,identity,sequence,all_sequences,false_positive_frames,10000,0,8,4.5,8.25,-3.75,-6.875,-1.25,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0234,absence_and_run_length,identity,sequence,positive_sequences,false_positive_frames,10000,0,8,4.5,8.25,-3.75,-6.75,-1.25,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0235,absence_and_run_length,identity,sequence,low_motion_sequences,false_positive_frames,10000,0,4,6.75,9.0,-2.25,-5.25,0.0,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0236,absence_and_run_length,identity,sequence,high_motion_sequences,false_positive_frames,10000,0,4,2.25,7.5,-5.25,-10.25,-2.0,0.125,exact_two_sided_paired_sign_flip,16,0.26182432432432434
H0237,absence_and_run_length,identity,sequence,all_sequences,false_positive_run_count,10000,0,8,1.75,3.875,-2.125,-4.0,-0.625,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0238,absence_and_run_length,identity,sequence,positive_sequences,false_positive_run_count,10000,0,8,1.75,3.875,-2.125,-3.875,-0.625,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0239,absence_and_run_length,identity,sequence,low_motion_sequences,false_positive_run_count,10000,0,4,2.5,4.25,-1.75,-3.75,0.0,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0240,absence_and_run_length,identity,sequence,high_motion_sequences,false_positive_run_count,10000,0,4,1.0,3.5,-2.5,-5.5,-1.0,0.125,exact_two_sided_paired_sign_flip,16,0.26182432432432434
H0241,absence_and_run_length,identity,sequence,all_sequences,prediction_fragment_count,10000,0,8,1.75,3.375,-1.625,-3.375,0.125,0.1953125,exact_two_sided_paired_sign_flip,256,0.393161525974026
H0242,absence_and_run_length,identity,sequence,positive_sequences,prediction_fragment_count,10000,0,8,1.75,3.375,-1.625,-3.375,0.0,0.1953125,exact_two_sided_paired_sign_flip,256,0.393161525974026
H0243,absence_and_run_length,identity,sequence,low_motion_sequences,prediction_fragment_count,10000,0,4,1.5,3.0,-1.5,-4.0,0.5,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0244,absence_and_run_length,identity,sequence,high_motion_sequences,prediction_fragment_count,10000,0,4,2.0,3.75,-1.75,-4.75,1.0,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0245,absence_and_run_length,identity,sequence,all_sequences,prediction_positive_frames,10000,0,8,40.75,48.625,-7.875,-10.875,-5.0,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0246,absence_and_run_length,identity,sequence,positive_sequences,prediction_positive_frames,10000,0,8,40.75,48.625,-7.875,-11.0,-5.0,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0247,absence_and_run_length,identity,sequence,low_motion_sequences,prediction_positive_frames,10000,0,4,44.75,50.25,-5.5,-7.0,-4.0,0.125,exact_two_sided_paired_sign_flip,16,0.26182432432432434
H0248,absence_and_run_length,identity,sequence,high_motion_sequences,prediction_positive_frames,10000,0,4,36.75,47.0,-10.25,-14.0,-4.75,0.125,exact_two_sided_paired_sign_flip,16,0.26182432432432434
H0249,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,dice,10000,0,8,0.7017252458515603,0.7167919778583841,-0.015066732006823944,-0.04495140225349341,0.007030666172291755,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0250,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,dice,10000,0,8,0.6957293513533165,0.7424785599262624,-0.046749208572945955,-0.0871656406656912,-0.012474021478691422,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0251,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,dice,10000,0,8,0.706453634085213,0.5204846794405369,0.1859689546446762,0.02419354838709678,0.43596895464467617,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0252,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,10000,0,8,0.7017252458515603,0.7167919778583841,-0.015066732006823944,-0.04511790785390146,0.0068274803761747115,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0253,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,dice,10000,0,8,0.6808675325308599,0.6628637407632649,0.018003791767594972,-0.0007207857525480671,0.03952670658852177,0.1875,exact_two_sided_paired_sign_flip,256,0.3824013157894737
H0254,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,dice,10000,0,8,0.7062577782598156,0.7441279767975162,-0.037870198537700586,-0.07967213322001512,-0.005938044905861042,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0255,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,iou,10000,0,8,0.659742727942429,0.6703983647853164,-0.010655636842887485,-0.034748898221242004,0.008675424703919271,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0256,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,iou,10000,0,8,0.6395906158081716,0.6811491196729473,-0.04155850386477581,-0.07651871756460212,-0.010755501035549165,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0257,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,iou,10000,0,8,0.706453634085213,0.5204846794405369,0.1859689546446762,0.02419354838709678,0.43596895464467617,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0258,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,10000,0,8,0.659742727942429,0.6703983647853164,-0.010655636842887485,-0.034748898221242004,0.008544877360238902,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0259,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,iou,10000,0,8,0.6536502692252344,0.633392870357924,0.02025739886731038,0.0011891130387261853,0.04128262566890856,0.1875,exact_two_sided_paired_sign_flip,256,0.3824013157894737
H0260,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,iou,10000,0,8,0.6488658464753185,0.6822880256782915,-0.033422179202972996,-0.06870606385898083,-0.005641307635944934,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0261,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,boundary_iou,10000,0,8,0.5424876211131175,0.5432270157135319,-0.0007393946004144898,-0.013637708390143995,0.012776287025825103,0.9375,exact_two_sided_paired_sign_flip,256,1.0
H0262,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,10000,0,8,0.4893213964456823,0.5179651076862933,-0.028643711240611002,-0.05061467248998423,-0.008807497878237768,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0263,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,10000,0,8,0.706453634085213,0.5204846794405369,0.1859689546446762,0.025254668930390495,0.4359689546446762,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0264,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,10000,0,8,0.5424876211131175,0.5432270157135319,-0.0007393946004144898,-0.013796625774618383,0.012476753958263791,0.9375,exact_two_sided_paired_sign_flip,256,1.0
H0265,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,10000,0,8,0.5770033137417246,0.5512849311503996,0.02571838259132518,0.005447719322308239,0.04753899828897534,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0266,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,10000,0,8,0.48799596858752864,0.5080572535116857,-0.02006128492415714,-0.04358025908787046,-0.0025808665245628665,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0267,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,mae,10000,0,8,0.03589829581333146,0.03385622000507324,0.0020420758082582207,-0.002614472406271171,0.007354262569736293,0.5625,exact_two_sided_paired_sign_flip,256,0.7098032564450475
H0268,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,mae,10000,0,8,0.03869177781907113,0.0345133849331387,0.004178392885932426,-0.0018636615712735382,0.011146474563181791,0.375,exact_two_sided_paired_sign_flip,256,0.5588942307692307
H0269,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,mae,10000,0,8,0.022936656054456245,0.0260817865208011,-0.003145130466344857,-0.0070476582536622,-0.00039602178577823836,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0270,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,10000,0,8,0.03589829581333146,0.03385622000507324,0.0020420758082582207,-0.002566643339280316,0.00725858299697321,0.5625,exact_two_sided_paired_sign_flip,256,0.7098032564450475
H0271,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,mae,10000,0,8,0.02695855279403466,0.025433763369326404,0.0015247894247082583,-0.001090206381135042,0.006044769073838073,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0272,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,mae,10000,0,8,0.04559779998496841,0.043080738956161185,0.002517061028807221,-0.006280330466926701,0.010887843267504587,0.75,exact_two_sided_paired_sign_flip,256,0.8908045977011494
H0273,absence_and_run_length,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,10000,0,8,0.018156348993613788,0.020373358024401902,-0.002217009030788116,-0.004582079353622112,-0.0005772895072923554,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0274,absence_and_run_length,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,10000,0,8,0.01525144234013174,0.01719644011714856,-0.0019449977770168193,-0.004435150895111832,-0.00034472335661300487,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0275,absence_and_run_length,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,10000,0,8,0.022936656062764335,0.026081786512297315,-0.003145130449532981,-0.006908286916546869,-0.0003960217927631588,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0276,absence_and_run_length,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,10000,0,8,0.018156348993613788,0.020373358024401902,-0.002217009030788116,-0.004623200485525519,-0.0005772895072923554,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0277,absence_and_run_length,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,10000,0,8,0.01677032130133184,0.018197492527600927,-0.001427171226269087,-0.00271853233550129,-0.00042982216486855143,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0278,absence_and_run_length,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,10000,0,8,0.020479666034457653,0.024356229191924945,-0.0038765631574672905,-0.010025897131508294,-0.00031087239583333336,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0279,absence_and_run_length,run_length_5,sequence,all_sequences,mean_dice,10000,0,8,0.7017252458515602,0.7167919778583842,-0.015066732006823944,-0.04511790785390141,0.006697654971475647,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0280,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_dice,10000,0,8,0.7017252458515602,0.7167919778583842,-0.015066732006823944,-0.04423946381125407,0.00686416057188366,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0281,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_dice,10000,0,4,0.6089992325393101,0.6073200830562795,0.0016791494830306342,-0.008024850293043367,0.01306229874213527,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0282,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_dice,10000,0,4,0.7944512591638103,0.8262638726604887,-0.03181261349667852,-0.07911043622241903,0.009374221563055563,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0283,absence_and_run_length,run_length_5,sequence,all_sequences,mean_iou,10000,0,8,0.659742727942429,0.6703983647853166,-0.010655636842887499,-0.03529205975731708,0.009254970412575003,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0284,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_iou,10000,0,8,0.659742727942429,0.6703983647853166,-0.010655636842887499,-0.0371535171007628,0.008843345843476305,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0285,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_iou,10000,0,4,0.5705821802367805,0.5667694373346057,0.0038127429021748704,-0.005728716631042713,0.017166945337567324,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0286,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_iou,10000,0,4,0.7489032756480775,0.7740272922360274,-0.02512401658794987,-0.06369631146627981,0.00979813194865009,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0287,absence_and_run_length,run_length_5,sequence,all_sequences,mean_boundary_iou,10000,0,8,0.5424876211131175,0.5432270157135319,-0.0007393946004144655,-0.013796625774618348,0.012776750833256703,0.9375,exact_two_sided_paired_sign_flip,256,1.0
H0288,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_boundary_iou,10000,0,8,0.5424876211131175,0.5432270157135319,-0.0007393946004144655,-0.013637708390143978,0.01233638887105315,0.9375,exact_two_sided_paired_sign_flip,256,1.0
H0289,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,10000,0,4,0.4615931011824339,0.45729581314957757,0.004297288032856311,-0.005612719208010791,0.018504583306579725,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0290,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,10000,0,4,0.6233821410438012,0.6291582182774864,-0.005776077233685242,-0.025722345146566433,0.016115379514758804,0.75,exact_two_sided_paired_sign_flip,16,0.8908045977011494
H0291,absence_and_run_length,run_length_5,sequence,all_sequences,mean_false_positive_fraction,10000,0,8,0.018156348993613788,0.020373358024401902,-0.0022170090307881154,-0.0046686574138661546,-0.00058006057201029,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0292,absence_and_run_length,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,10000,0,8,0.018156348993613788,0.020373358024401902,-0.0022170090307881154,-0.004620358367866099,-0.0005628701797905399,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0293,absence_and_run_length,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,10000,0,4,0.028592354829709933,0.03154564869785445,-0.002953293868144518,-0.007439531598772323,0.0,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0294,absence_and_run_length,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,10000,0,4,0.007720343157517636,0.00920106735094935,-0.0014807241934317126,-0.0025387051160163134,-0.0004170590355282738,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0295,absence_and_run_length,run_length_5,sequence,all_sequences,false_positive_frames,10000,0,8,4.5,5.625,-1.125,-2.0,-0.25,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0296,absence_and_run_length,run_length_5,sequence,positive_sequences,false_positive_frames,10000,0,8,4.5,5.625,-1.125,-2.0,-0.25,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0297,absence_and_run_length,run_length_5,sequence,low_motion_sequences,false_positive_frames,10000,0,4,6.75,7.25,-0.5,-1.5,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0298,absence_and_run_length,run_length_5,sequence,high_motion_sequences,false_positive_frames,10000,0,4,2.25,4.0,-1.75,-2.75,-0.5,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0299,absence_and_run_length,run_length_5,sequence,all_sequences,false_positive_run_count,10000,0,8,1.75,2.375,-0.625,-1.25,0.0,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0300,absence_and_run_length,run_length_5,sequence,positive_sequences,false_positive_run_count,10000,0,8,1.75,2.375,-0.625,-1.25,-0.125,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0301,absence_and_run_length,run_length_5,sequence,low_motion_sequences,false_positive_run_count,10000,0,4,2.5,3.0,-0.5,-1.5,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0302,absence_and_run_length,run_length_5,sequence,high_motion_sequences,false_positive_run_count,10000,0,4,1.0,1.75,-0.75,-1.5,0.0,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0303,absence_and_run_length,run_length_5,sequence,all_sequences,prediction_fragment_count,10000,0,8,1.75,1.5,0.25,-0.25,0.875,0.75,exact_two_sided_paired_sign_flip,256,0.8908045977011494
H0304,absence_and_run_length,run_length_5,sequence,positive_sequences,prediction_fragment_count,10000,0,8,1.75,1.5,0.25,-0.25,0.875,0.75,exact_two_sided_paired_sign_flip,256,0.8908045977011494
H0305,absence_and_run_length,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,10000,0,4,1.5,1.25,0.25,0.0,0.75,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0306,absence_and_run_length,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,10000,0,4,2.0,1.75,0.25,-0.75,1.5,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0307,absence_and_run_length,run_length_5,sequence,all_sequences,prediction_positive_frames,10000,0,8,40.75,44.875,-4.125,-7.25,-1.5,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0308,absence_and_run_length,run_length_5,sequence,positive_sequences,prediction_positive_frames,10000,0,8,40.75,44.875,-4.125,-7.25,-1.5,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0309,absence_and_run_length,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,10000,0,4,44.75,46.75,-2.0,-4.0,0.0,0.5,exact_two_sided_paired_sign_flip,16,0.6396148555708391
H0310,absence_and_run_length,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,10000,0,4,36.75,43.0,-6.25,-11.0,-1.75,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0311,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,all_frames,dice,10000,0,8,0.7167919778583841,0.614974979563597,0.10181699829478708,0.0736135435544013,0.13017315906185342,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
H0312,confidence_and_run_length_5,ema_alpha_0_30,frame_sequence_mean,target_positive_frames,dice,10000,0,8,0.7424785599262624,0.6207086008537248,0.1217699590725376,0.08943777007880432,0.1569166198701605,0.0078125,exact_two_sided_paired_sign_flip,256,0.04403409090909091
