hypothesis_id,model_a,model_b,scope,stratum,metric,sequence_id,value_a,value_b,delta
H0129,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,positive_seq18,0.34847015074200455,0.3493041785925945,-0.0008340278505899468
H0129,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,positive_seq19,0.8356458510585631,0.8257003010409745,0.009945550017588678
H0129,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,positive_seq20,0.426179025807654,0.28253337120136324,0.14364565460629075
H0129,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,positive_seq21,0.9663994088068427,0.8013741276101202,0.16502528119672255
H0129,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,positive_seq22,0.8822620096557814,0.781197397220615,0.1010646124351664
H0129,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,positive_seq23,0.1360902646706308,0.13105127477002868,0.005038989900602114
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq16,0.961989073379123,0.7883472858479598,0.17364178753116322
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq17,0.7162605050597984,0.6190549238822971,0.09720558117750133
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq18,0.5501377607379575,0.6235210913296905,-0.07338333059173296
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq19,0.7365706065328096,0.6201123298126987,0.11645827672011089
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq20,0.703888935001187,0.4749447757713689,0.2289441592298181
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq21,0.8169391410563002,0.4972677322663842,0.31967140878991596
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq22,0.8339209292885084,0.5884589697103112,0.24546195957819716
H0130,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,positive_seq23,0.3303552750228407,0.20952832764725193,0.12082694737558874
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq16,0.9295762210954409,0.793689201067853,0.1358870200275879
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq17,0.7665441623207436,0.5978455213528799,0.1686986409678637
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq18,0.41753792052962807,0.44472673679909647,-0.027188816269468397
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq19,0.7677637973987527,0.6761736783052574,0.09159011909349524
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq20,0.4925005906190423,0.3163027022983475,0.17619788832069477
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq21,0.8819547986464975,0.6396676405437258,0.24228715810277168
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq22,0.8120113759492354,0.6284709001014591,0.18354047584777633
H0131,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,positive_seq23,0.21005295698009177,0.13110353240364775,0.07894942457644402
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq16,0.9449408740550799,0.810532364930731,0.13440850912434887
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq17,0.7339155051410647,0.6287333601188965,0.10518214502216827
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq18,0.43401587488154586,0.5003175788989835,-0.06630170401743768
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq19,0.7635413209878208,0.6702859270017165,0.09325539398610427
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq20,0.3745171197480709,0.2402496941778733,0.13426742557019758
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq21,0.735578748968154,0.5528555148179456,0.1827232341502084
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq22,0.8034664384923825,0.65703775919698,0.1464286792954025
H0132,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,iou,positive_seq23,0.32674904419125395,0.2039388281834521,0.12281021600780184
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq16,0.8571428571428571,0.7142857142857143,0.1428571428571428
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq17,0.8421052631578947,0.5263157894736842,0.3157894736842105
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq18,0.2857142857142857,0.0,0.2857142857142857
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq19,1.0,1.0,0.0
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq20,0.6666666666666666,0.42857142857142855,0.23809523809523808
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq21,1.0,0.7096774193548387,0.29032258064516125
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq22,1.0,0.0,1.0
H0133,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,iou,positive_seq23,0.0,0.0,0.0
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq16,0.9295762210954409,0.793689201067853,0.1358870200275879
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq17,0.7665441623207436,0.5978455213528799,0.1686986409678637
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq18,0.41753792052962807,0.44472673679909647,-0.027188816269468397
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq19,0.7677637973987527,0.6761736783052574,0.09159011909349524
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq20,0.4925005906190423,0.3163027022983475,0.17619788832069477
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq21,0.8819547986464975,0.6396676405437258,0.24228715810277168
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq22,0.8120113759492354,0.6284709001014591,0.18354047584777633
H0134,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,iou,positive_seq23,0.21005295698009177,0.13110353240364775,0.07894942457644402
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq16,0.9296112347568604,0.8537267442245746,0.07588449053228574
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq17,0.8936437982902965,0.7147476661863151,0.17889613210398136
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq18,0.2814032981614993,0.272211412388959,0.009191885772540265
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq19,0.8005799910074852,0.7663770772894573,0.03420291371802797
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq20,0.42324515220260295,0.2799897776641963,0.14325537453840664
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq21,0.9463111569367655,0.7783739079753875,0.16793724896137796
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq22,0.8375594338146263,0.7003250395889183,0.13723439422570793
H0135,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,iou,positive_seq23,0.1168480886317388,0.10641556547568101,0.01043252315605779
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq16,0.9295288496711679,0.7124619367969944,0.21706691287417346
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq17,0.6712194353435792,0.5101689127278037,0.16105052261577546
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq18,0.44633562910750135,0.4812203631166255,-0.034884734009124174
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq19,0.7130701413841986,0.5258346799982573,0.18723546138594127
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq20,0.635085316770535,0.39106460595689435,0.24402071081364068
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq21,0.7661133537240148,0.38999635916673436,0.3761169945572804
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq22,0.7592120563607608,0.47997234516071025,0.2792397112000506
H0136,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,iou,positive_seq23,0.27036198944079076,0.147078099239391,0.12328389020139977
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq16,0.7721091066415845,0.5234977334842216,0.24861137315736292
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq17,0.6577137775019648,0.4298537437633333,0.2278600337386315
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq18,0.23962763954469038,0.1734572562850971,0.06617038325959329
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq19,0.6100040161005466,0.40937087475443906,0.2006331413461075
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq20,0.4226432375807583,0.2444322174620089,0.17821102011874937
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq21,0.8240780404869646,0.5462085438161466,0.27786949667081806
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq22,0.6625798120588707,0.43448617354763774,0.228093638511233
H0137,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,boundary_iou,positive_seq23,0.15114533898956004,0.07628292958129355,0.07486240940826648
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq16,0.7540716444140418,0.48302755573845046,0.2710440886755914
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq17,0.5780901814232677,0.3881996785702272,0.18989050285304054
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq18,0.23386680877349095,0.19513941332073423,0.03872739545275672
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq19,0.6029131800296473,0.39863216338633795,0.2042810166433094
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq20,0.2573370436838526,0.11969275187175688,0.1376442918120957
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq21,0.6059348106908007,0.3435071381481682,0.2624276725426325
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq22,0.6472425307888194,0.45423554507253033,0.1930069857162891
H0138,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,boundary_iou,positive_seq23,0.23511497176153784,0.11866233490423445,0.1164526368573034
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq16,0.8571428571428571,0.7142857142857143,0.1428571428571428
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq17,0.8421052631578947,0.5263157894736842,0.3157894736842105
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq18,0.2857142857142857,0.0,0.2857142857142857
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq19,1.0,1.0,0.0
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq20,0.6666666666666666,0.42857142857142855,0.23809523809523808
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq21,1.0,0.7096774193548387,0.29032258064516125
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq22,1.0,0.0,1.0
H0139,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,boundary_iou,positive_seq23,0.0,0.0,0.0
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq16,0.7721091066415845,0.5234977334842216,0.24861137315736292
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq17,0.6577137775019648,0.4298537437633333,0.2278600337386315
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq18,0.23962763954469038,0.1734572562850971,0.06617038325959329
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq19,0.6100040161005466,0.40937087475443906,0.2006331413461075
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq20,0.4226432375807583,0.2444322174620089,0.17821102011874937
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq21,0.8240780404869646,0.5462085438161466,0.27786949667081806
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq22,0.6625798120588707,0.43448617354763774,0.228093638511233
H0140,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,boundary_iou,positive_seq23,0.15114533898956004,0.07628292958129355,0.07486240940826648
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq16,0.8180485980122134,0.6390063305384052,0.17904226747380825
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq17,0.8443530994566534,0.6552062115109094,0.18914688794574397
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq18,0.1957510760472749,0.1258490342243171,0.06990204182295781
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq19,0.637584598749055,0.49338655047045077,0.14419804827860427
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq20,0.4223391556831343,0.2794033383996664,0.14293581728346788
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq21,0.927020996792532,0.7471109647594747,0.17991003203305733
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq22,0.6908514285967067,0.5004719618961859,0.19037946670052075
H0141,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,boundary_iou,positive_seq23,0.08007755659622756,0.05905756805100011,0.02101998854522745
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq16,0.7099556771401452,0.3672213962932675,0.3427342808468777
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq17,0.5177342860359483,0.26083939295265124,0.25689489308329705
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq18,0.24890922028452828,0.18352822633641594,0.06538099394811234
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq19,0.5640363783530324,0.26934474856108614,0.2946916297919463
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq20,0.4232692885464547,0.17243285082565515,0.25083643772079955
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq21,0.6387807191369432,0.1845841861181556,0.4541965330187876
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq22,0.6041518045473431,0.29811554429397125,0.30603626025337183
H0142,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,boundary_iou,positive_seq23,0.197130374655834,0.08742875174795402,0.10970162290787998
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq16,0.008080132363829762,0.049361595669142846,-0.041281463305313085
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq17,0.020708808760410025,0.04282910073004406,-0.022120291969634037
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq18,0.09296738977233569,0.10532516382989429,-0.012357774057558599
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq19,0.018516109682553048,0.06196256201448185,-0.0434464523319288
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq20,0.06441166278762886,0.11735890113763722,-0.05294723835000836
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq21,0.014286140470565962,0.06138889092497785,-0.04710275045441189
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq22,0.007633770228889974,0.03057822605352039,-0.022944455824630415
H0143,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,mae,positive_seq23,0.060582352440438365,0.07930822693742812,-0.01872587449698975
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq16,0.00933268227416909,0.051455366855600114,-0.04212268458143102
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq17,0.023659470612818204,0.052077104401012715,-0.02841763378819451
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq18,0.10068241222428956,0.11112811782264284,-0.010445705598353283
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq19,0.01885276622223583,0.06123029948635535,-0.04237753326411951
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq20,0.054705841181379174,0.12490685857201536,-0.0702010173906362
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq21,0.032000954654067756,0.0992905381321907,-0.06728958347812294
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq22,0.007980759784748609,0.02965827976268801,-0.021677519977939402
H0144,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,mae,positive_seq23,0.06231933559886076,0.08321967824465698,-0.020900342645796217
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq16,0.0021752542150872095,0.03949096007584428,-0.037315705860757074
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq17,0.013875697102201613,0.02141267117622192,-0.007536974074020307
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq18,0.0312472101567047,0.058901531887905936,-0.027654321731201238
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq19,0.0,0.10223700106143951,-0.10223700106143951
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq20,0.0787393042063784,0.1062166782583171,-0.027477374051938702
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq21,0.0,0.030823046403032007,-0.030823046403032007
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq22,0.0,0.05081704445183277,-0.05081704445183277
H0145,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,mae,positive_seq23,0.05745578275527805,0.07226761458441615,-0.014811831829138096
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq16,0.008080132363829762,0.049361595669142846,-0.041281463305313085
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq17,0.020708808760410025,0.04282910073004406,-0.022120291969634037
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq18,0.09296738977233569,0.10532516382989429,-0.012357774057558599
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq19,0.018516109682553048,0.06196256201448185,-0.0434464523319288
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq20,0.06441166278762886,0.11735890113763722,-0.05294723835000836
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq21,0.014286140470565962,0.06138889092497785,-0.04710275045441189
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq22,0.007633770228889974,0.03057822605352039,-0.022944455824630415
H0146,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,mae,positive_seq23,0.060582352440438365,0.07930822693742812,-0.01872587449698975
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq16,0.005075954801767417,0.03901714334120777,-0.03394118853944035
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq17,0.003432155052130973,0.009941846184153325,-0.006509691132022353
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq18,0.08247800366106359,0.07872005450454625,0.0037579491565173373
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq19,0.01262366701848805,0.04739664697221347,-0.03477297995372542
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq20,0.05805865558795631,0.08288653997567183,-0.02482788438771552
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq21,0.0024026150349527597,0.033612057464375136,-0.031209442429422377
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq22,0.0053014043275447145,0.025302425747917544,-0.020001021420372828
H0147,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,mae,positive_seq23,0.04629596686837348,0.06916569571264765,-0.02286972884427417
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq16,0.012144607888972935,0.06335703117164325,-0.05121242328267031
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq17,0.033666299041619316,0.06749454163946211,-0.0338282425978428
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq18,0.0951862983727971,0.110953167725641,-0.015766869352843896
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq19,0.028336847455994713,0.08623908708492915,-0.05790223962893444
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq20,0.07749138349283706,0.18833140941227183,-0.11084002591943477
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq21,0.03567648625466972,0.11138719115406275,-0.07571070489939302
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq22,0.012453993091670175,0.0414815466850996,-0.029027553593429428
H0148,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,mae,positive_seq23,0.06982648428118624,0.08587104125934489,-0.016044556978158653
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq16,0.005174452039930555,0.01716509331597222,-0.011990641276041665
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq17,0.009642443783068782,0.011722229111552029,-0.0020797853284832465
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq18,0.014751174630731922,0.021089668072089948,-0.006338493441358025
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq19,0.007883804563492063,0.017225458054315475,-0.009341653490823412
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq20,0.05206609742254273,0.05119597606169872,0.0008701213608440089
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq21,0.0013133021763392858,0.020300409226190474,-0.01898710704985119
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq22,0.003923776230374397,0.007720009624094204,-0.003796233393719807
H0149,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,all_frames,false_positive_fraction,positive_seq23,0.050495741102430554,0.03747047061011905,0.013025270492311503
H0150,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,false_positive_fraction,positive_seq16,0.0058106455176767675,0.020701809764309766,-0.014891164246632999
H0150,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,false_positive_fraction,positive_seq17,0.007814448192866162,0.010532226562500002,-0.0027177783696338397
H0150,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,false_positive_fraction,positive_seq18,0.012689170231894841,0.019342215401785712,-0.00665304516989087
H0150,absence_and_run_length,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,false_positive_fraction,positive_seq19,0.008027146464646464,0.017538648200757574,-0.00951150173611111
