slice,dataset,split,system,temporal_mode,presence_stratum,task,selection_mode,nominal_budget,threshold,frames,independent_units,independent_unit_type,failures,failure_prevalence,reviewed_frames,review_fraction,caught_failures,failure_capture,review_precision,false_referrals,remaining_failures,residual_failure_rate_all_frames,auroc,auprc
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,causal_previous_neighbor_raw,lesion present,positive_lesion_preservation,frozen_sun_entropy_threshold,0.1,0.07180122,8640,26,case,1086,0.12569444444444444,237,0.027430555555555555,139,0.1279926335174954,0.5864978902953587,98,947,0.10960648148148149,0.7449760740470943,0.35547303845276
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,causal_previous_neighbor_raw,lesion present,positive_lesion_preservation,exact_rank,0.2,,8640,26,case,1086,0.12569444444444444,1728,0.2,535,0.49263351749539597,0.30960648148148145,1193,551,0.06377314814814815,0.7449760740470943,0.35547303845276
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,causal_previous_neighbor_raw,lesion present,positive_lesion_preservation,frozen_sun_entropy_threshold,0.2,0.04186127,8640,26,case,1086,0.12569444444444444,566,0.06550925925925925,291,0.26795580110497236,0.5141342756183745,275,795,0.0920138888888889,0.7449760740470943,0.35547303845276
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,official_future_neighbor_parity,lesion present,positive_lesion_preservation,exact_rank,0.01,,8640,26,case,1098,0.12708333333333333,87,0.010069444444444445,54,0.04918032786885246,0.6206896551724138,33,1044,0.12083333333333333,0.7484386162444772,0.36852149820012875
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,official_future_neighbor_parity,lesion present,positive_lesion_preservation,exact_rank,0.05,,8640,26,case,1098,0.12708333333333333,432,0.05,232,0.21129326047358835,0.5370370370370371,200,866,0.10023148148148148,0.7484386162444772,0.36852149820012875
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,official_future_neighbor_parity,lesion present,positive_lesion_preservation,exact_rank,0.1,,8640,26,case,1098,0.12708333333333333,864,0.1,388,0.3533697632058288,0.44907407407407407,476,710,0.08217592592592593,0.7484386162444772,0.36852149820012875
sun_hard_unseen,SUN-SEG,test_hard_unseen,SALI,official_future_neighbor_parity,lesion present,positive_lesion_preservation,exact_rank,0.2,,8640,26,case,1098,0.12708333333333333,1728,0.2,539,0.49089253187613846,0.3119212962962963,1189,559,0.06469907407407408,0.7484386162444772,0.36852149820012875
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.01,,9961,1,case,9897,0.993574942274872,100,0.010039152695512499,100,0.010104071940992219,1.0,0,9797,0.9835357895793595,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.01,0.13528396,9961,1,case,9897,0.993574942274872,277,0.02780845296656962,277,0.02798827927654845,1.0,0,9620,0.9657664893083023,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.05,,9961,1,case,9897,0.993574942274872,499,0.05009537195060737,499,0.05041931898555118,1.0,0,9398,0.9434795703242647,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.05,0.09579211,9961,1,case,9897,0.993574942274872,1158,0.11625338821403473,1157,0.11690411235727999,0.9991364421416234,1,8740,0.8774219455877924,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.1,,9961,1,case,9897,0.993574942274872,997,0.10009035237425962,996,0.10063655653228251,0.9989969909729187,1,8901,0.8935849814275675,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.1,0.07180122,9961,1,case,9897,0.993574942274872,2222,0.22306997289428773,2216,0.2239062342123876,0.9972997299729973,6,7681,0.7711073185423151,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.2,,9961,1,case,9897,0.993574942274872,1993,0.2000803132215641,1988,0.20086895018692533,0.997491219267436,5,7909,0.7939965866880835,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.2,0.04186127,9961,1,case,9897,0.993574942274872,4385,0.44021684569822306,4367,0.4412448216631302,0.9958950969213227,18,5530,0.5551651440618411,0.4906316307972113,0.9949324104361442
sun_negative_case1_train,SUN-SEG,train,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.01,,9961,1,case,9961,1.0,100,0.010039152695512499,100,0.010039152695512499,1.0,0,9861,0.9899608473044875,,
sun_negative_case1_train,SUN-SEG,train,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.05,,9961,1,case,9961,1.0,499,0.05009537195060737,499,0.05009537195060737,1.0,0,9462,0.9499046280493927,,
sun_negative_case1_train,SUN-SEG,train,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.1,,9961,1,case,9961,1.0,997,0.10009035237425962,997,0.10009035237425962,1.0,0,8964,0.8999096476257404,,
sun_negative_case1_train,SUN-SEG,train,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.2,,9961,1,case,9961,1.0,1993,0.2000803132215641,1993,0.2000803132215641,1.0,0,7968,0.799919686778436,,
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.01,,10073,1,case,9946,0.9873920381217115,101,0.010026804328402661,101,0.010154836115021115,1.0,0,9845,0.9773652337933089,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.01,0.13528396,10073,1,case,9946,0.9873920381217115,240,0.023826069691253848,240,0.024130303639654134,1.0,0,9706,0.9635659684304576,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.05,,10073,1,case,9946,0.9873920381217115,504,0.05003474635163308,504,0.05067363764327368,1.0,0,9442,0.9373572917700784,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.05,0.09579211,10073,1,case,9946,0.9873920381217115,1154,0.11456368509877891,1154,0.11602654333400363,1.0,0,8792,0.8728283530229326,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.1,,10073,1,case,9946,0.9873920381217115,1008,0.10006949270326616,1008,0.10134727528654736,1.0,0,8938,0.8873225454184454,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.1,0.07180122,10073,1,case,9946,0.9873920381217115,2317,0.23002084781097984,2309,0.23215362959983912,0.9965472593871385,8,7637,0.7581653926337735,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.2,,10073,1,case,9946,0.9873920381217115,2015,0.2000397101161521,2008,0.20189020711843958,0.9965260545905708,7,7938,0.788047255038221,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.2,0.04186127,10073,1,case,9946,0.9873920381217115,4777,0.4742380621463318,4729,0.4754675246330183,0.9899518526271719,48,5217,0.5179191899136305,0.5129344127580273,0.9907572991204512
sun_negative_case2_val,SUN-SEG,val,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.01,,10073,1,case,10073,1.0,101,0.010026804328402661,101,0.010026804328402661,1.0,0,9972,0.9899731956715974,,
sun_negative_case2_val,SUN-SEG,val,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.05,,10073,1,case,10073,1.0,504,0.05003474635163308,504,0.05003474635163308,1.0,0,9569,0.9499652536483669,,
sun_negative_case2_val,SUN-SEG,val,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.1,,10073,1,case,10073,1.0,1008,0.10006949270326616,1008,0.10006949270326616,1.0,0,9065,0.8999305072967339,,
sun_negative_case2_val,SUN-SEG,val,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.2,,10073,1,case,10073,1.0,2015,0.2000397101161521,2015,0.2000397101161521,1.0,0,8058,0.7999602898838479,,
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.01,,7152,1,case,7119,0.9953859060402684,72,0.010067114093959731,72,0.010113780025284451,1.0,0,7047,0.9853187919463087,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.01,0.13528396,7152,1,case,7119,0.9953859060402684,156,0.02181208053691275,156,0.021913190054782976,1.0,0,6963,0.9735738255033557,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.05,,7152,1,case,7119,0.9953859060402684,358,0.05005592841163311,357,0.05014749262536873,0.9972067039106145,1,6762,0.9454697986577181,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.05,0.09579211,7152,1,case,7119,0.9953859060402684,771,0.1078020134228188,769,0.10802078943671864,0.9974059662775616,2,6350,0.8878635346756152,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.1,,7152,1,case,7119,0.9953859060402684,716,0.10011185682326622,714,0.10029498525073746,0.9972067039106145,2,6405,0.8955536912751678,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.1,0.07180122,7152,1,case,7119,0.9953859060402684,1532,0.21420581655480983,1528,0.21463688720325888,0.9973890339425587,4,5591,0.7817393736017897,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,exact_rank,0.2,,7152,1,case,7119,0.9953859060402684,1431,0.20008389261744966,1428,0.20058997050147492,0.9979035639412998,3,5691,0.7957214765100671,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,causal_previous_neighbor_raw,no lesion,negative_false_positive,frozen_sun_entropy_threshold,0.2,0.04186127,7152,1,case,7119,0.9953859060402684,3217,0.44980425055928414,3198,0.449220396123051,0.9940938762822505,19,3921,0.548238255033557,0.394820518714324,0.9950255328895622
sun_negative_case3_test,SUN-SEG,test,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.01,,7152,1,case,7152,1.0,72,0.010067114093959731,72,0.010067114093959731,1.0,0,7080,0.9899328859060402,,
sun_negative_case3_test,SUN-SEG,test,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.05,,7152,1,case,7152,1.0,358,0.05005592841163311,358,0.05005592841163311,1.0,0,6794,0.9499440715883669,,
sun_negative_case3_test,SUN-SEG,test,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.1,,7152,1,case,7152,1.0,716,0.10011185682326622,716,0.10011185682326622,1.0,0,6436,0.8998881431767338,,
sun_negative_case3_test,SUN-SEG,test,SALI,official_future_neighbor_parity,no lesion,negative_false_positive,exact_rank,0.2,,7152,1,case,7152,1.0,1431,0.20008389261744966,1431,0.20008389261744966,1.0,0,5721,0.7999161073825504,,
