frames,sequences,failures,auroc,auprc,aurc,ideal_aurc,eaurc,top_01pct_exact_review_fraction,top_01pct_exact_failure_recall,top_01pct_exact_review_precision,top_01pct_frozen_threshold,top_01pct_frozen_review_fraction,top_01pct_frozen_failure_recall,top_01pct_frozen_review_precision,top_05pct_exact_review_fraction,top_05pct_exact_failure_recall,top_05pct_exact_review_precision,top_05pct_frozen_threshold,top_05pct_frozen_review_fraction,top_05pct_frozen_failure_recall,top_05pct_frozen_review_precision,top_10pct_exact_review_fraction,top_10pct_exact_failure_recall,top_10pct_exact_review_precision,top_10pct_frozen_threshold,top_10pct_frozen_review_fraction,top_10pct_frozen_failure_recall,top_10pct_frozen_review_precision,top_20pct_exact_review_fraction,top_20pct_exact_failure_recall,top_20pct_exact_review_precision,top_20pct_frozen_threshold,top_20pct_frozen_review_fraction,top_20pct_frozen_failure_recall,top_20pct_frozen_review_precision
647,4,418,0.9903574935751447,0.9940566971730698,0.28441086108812397,0.2789455153426185,0.0054653457455054455,0.010819165378670788,0.01674641148325359,1.0,0.13528396,0.0,0.0,0.0,0.05100463678516229,0.07894736842105263,1.0,0.09579211,0.0,0.0,0.0,0.10046367851622875,0.15550239234449761,1.0,0.07180122,0.0,0.0,0.0,0.2009273570324575,0.31100478468899523,1.0,0.04186127,0.02472952086553323,0.03827751196172249,1.0
