slice,dataset,source,task,selection_mode,nominal_budget,threshold,frames,failures,failure_prevalence,reviewed_frames,review_fraction,caught_failures,failure_recall,review_precision,failure_recall_lift_over_random,precision_lift_over_prevalence,false_referrals,safe_frame_false_referral_rate,remaining_failures,residual_failure_fraction,residual_failure_rate_all_frames,remaining_failure_rate_unreviewed,auroc,auprc
sun_test_positive_hard_unseen,SUN-SEG,hard_unseen,positive_lesion_preservation,exact_rank,0.2,,8640,1053,0.121875,1728,0.2,408,0.38746438746438744,0.2361111111111111,1.937321937321937,1.9373219373219372,1320,0.17398181099248716,645,0.6125356125356125,0.07465277777777778,0.09331597222222222,0.5753545043998013,0.3052000931865506
sun_test_positive_hard_unseen,SUN-SEG,hard_unseen,positive_lesion_preservation,sun_val_frozen_threshold,0.2,0.04186127,8640,1053,0.121875,357,0.04131944444444444,204,0.19373219373219372,0.5714285714285714,4.688644688644689,4.688644688644689,153,0.020166073546856466,849,0.8062678062678063,0.09826388888888889,0.10249909453096705,0.5753545043998013,0.3052000931865506
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,exact_rank,0.01,,29592,3439,0.11621384157880509,296,0.010002703433360368,215,0.06251817388775807,0.7263513513513513,6.250127708400462,6.250127708400462,81,0.0030971590257331855,3224,0.937481826112242,0.10894836442281698,0.11004915346805025,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,sun_val_frozen_threshold,0.01,0.13528396,29592,3439,0.11621384157880509,4,0.00013517166801838335,3,0.0008723466123873219,0.75,6.453620238441407,6.453620238441407,1,3.823653118189118e-05,3436,0.9991276533876127,0.1161124628277913,0.11612816006489117,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,exact_rank,0.05,,29592,3439,0.11621384157880509,1480,0.05001351716680184,624,0.18144809537656295,0.42162162162162165,3.62798110701571,3.62798110701571,856,0.03273047069169885,2815,0.8185519046234371,0.09512706136793728,0.1001351735913489,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,sun_val_frozen_threshold,0.05,0.09579211,29592,3439,0.11621384157880509,72,0.0024330900243309003,52,0.01512067461471358,0.7222222222222222,6.214597266647281,6.214597266647281,20,0.0007647306236378236,3387,0.9848793253852864,0.1144566098945661,0.11473577235772357,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,exact_rank,0.1,,29592,3439,0.11621384157880509,2960,0.10002703433360367,912,0.26519337016574585,0.3081081081081081,2.6512169628191726,2.6512169628191726,2048,0.07830841586051314,2527,0.7348066298342542,0.08539470127061367,0.09488585160708922,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,sun_val_frozen_threshold,0.1,0.07180122,29592,3439,0.11621384157880509,304,0.010273046769397134,219,0.0636813027042745,0.7203947368421053,6.1988720711345096,6.1988720711345096,85,0.0032501051504607503,3220,0.9363186972957255,0.10881319275479859,0.10994263862332695,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,exact_rank,0.2,,29592,3439,0.11621384157880509,5919,0.20002027575020276,1266,0.36813027042744983,0.21388748099341104,1.8404647681177726,1.8404647681177724,4653,0.17791457958933965,2173,0.6318697295725502,0.07343200865098676,0.09179233726185951,0.5108292438460782,0.24730139227651626
sun_test_positive_pooled,SUN-SEG,easy_seen,positive_lesion_preservation,sun_val_frozen_threshold,0.2,0.04186127,29592,3439,0.11621384157880509,1096,0.037037037037037035,543,0.15789473684210525,0.4954379562043796,4.2631578947368425,4.2631578947368425,553,0.021144801743585823,2896,0.8421052631578947,0.09786428764530955,0.10162829870859068,0.5108292438460782,0.24730139227651626
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,exact_rank,0.01,,14005,9951,0.7105319528739735,141,0.010067832916815423,141,0.014169430208019295,1.0,1.4073962415837604,1.4073962415837606,0,0.0,9810,0.9858305697919807,0.7004641199571582,0.7075879976918639,0.9233312421789313,0.9716305134910362
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,sun_val_frozen_threshold,0.01,0.13528396,14005,9951,0.7105319528739735,141,0.010067832916815423,141,0.014169430208019295,1.0,1.4073962415837604,1.4073962415837606,0,0.0,9810,0.9858305697919807,0.7004641199571582,0.7075879976918639,0.9233312421789313,0.9716305134910362
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,exact_rank,0.05,,14005,9951,0.7105319528739735,701,0.05005355230274902,701,0.07044518138880515,1.0,1.4073962415837604,1.4073962415837606,0,0.0,9250,0.9295548186111948,0.6604784005712245,0.6952796151533374,0.9233312421789313,0.9716305134910362
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,sun_val_frozen_threshold,0.05,0.09579211,14005,9951,0.7105319528739735,701,0.05005355230274902,701,0.07044518138880515,1.0,1.4073962415837604,1.4073962415837606,0,0.0,9250,0.9295548186111948,0.6604784005712245,0.6952796151533374,0.9233312421789313,0.9716305134910362
