slice,dataset,source,task,selection_mode,nominal_budget,threshold,frames,failures,failure_prevalence,reviewed_frames,review_fraction,caught_failures,failure_recall,review_precision,failure_recall_lift_over_random,precision_lift_over_prevalence,false_referrals,safe_frame_false_referral_rate,remaining_failures,residual_failure_fraction,residual_failure_rate_all_frames,remaining_failure_rate_unreviewed,auroc,auprc
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,exact_rank,0.1,,14005,9951,0.7105319528739735,1401,0.10003570153516601,1401,0.14078987036478746,1.0,1.4073962415837604,1.4073962415837606,0,0.0,8550,0.8592101296352126,0.6104962513388076,0.6783560774357347,0.9233312421789313,0.9716305134910362
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,sun_val_frozen_threshold,0.1,0.07180122,14005,9951,0.7105319528739735,1401,0.10003570153516601,1401,0.14078987036478746,1.0,1.4073962415837604,1.4073962415837606,0,0.0,8550,0.8592101296352126,0.6104962513388076,0.6783560774357347,0.9233312421789313,0.9716305134910362
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,exact_rank,0.2,,14005,9951,0.7105319528739735,2801,0.2,2801,0.2814792483167521,1.0,1.4073962415837604,1.4073962415837606,0,0.0,7150,0.7185207516832479,0.5105319528739736,0.638164941092467,0.9233312421789313,0.9716305134910362
sun_val_pooled,SUN-SEG,official_train_val,positive_lesion_preservation,sun_val_frozen_threshold,0.2,0.04186127,14005,9951,0.7105319528739735,2801,0.2,2801,0.2814792483167521,1.0,1.4073962415837604,1.4073962415837606,0,0.0,7150,0.7185207516832479,0.5105319528739736,0.638164941092467,0.9233312421789313,0.9716305134910362
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,exact_rank,0.01,,647,418,0.6460587326120556,7,0.010819165378670788,7,0.01674641148325359,1.0,1.5478468899521531,1.5478468899521531,0,0.0,411,0.9832535885167464,0.6352395672333848,0.6421875,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,sun_val_frozen_threshold,0.01,0.13528396,647,418,0.6460587326120556,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,418,1.0,0.6460587326120556,0.6460587326120556,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,exact_rank,0.05,,647,418,0.6460587326120556,33,0.05100463678516229,33,0.07894736842105263,1.0,1.547846889952153,1.5478468899521531,0,0.0,385,0.9210526315789473,0.5950540958268934,0.6270358306188925,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,sun_val_frozen_threshold,0.05,0.09579211,647,418,0.6460587326120556,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,418,1.0,0.6460587326120556,0.6460587326120556,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,exact_rank,0.1,,647,418,0.6460587326120556,65,0.10046367851622875,65,0.15550239234449761,1.0,1.5478468899521531,1.5478468899521531,0,0.0,353,0.8444976076555024,0.5455950540958269,0.6065292096219931,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,sun_val_frozen_threshold,0.1,0.07180122,647,418,0.6460587326120556,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,418,1.0,0.6460587326120556,0.6460587326120556,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,exact_rank,0.2,,647,418,0.6460587326120556,130,0.2009273570324575,130,0.31100478468899523,1.0,1.5478468899521531,1.5478468899521531,0,0.0,288,0.6889952153110048,0.44513137557959814,0.5570599613152805,0.9903574935751447,0.9940566971730698
polypgen_test_negative,PolypGen-Video,test_negative_sequence,negative_false_positive,sun_val_frozen_threshold,0.2,0.04186127,647,418,0.6460587326120556,16,0.02472952086553323,16,0.03827751196172249,1.0,1.5478468899521531,1.5478468899521531,0,0.0,402,0.9617224880382775,0.6213292117465224,0.6370839936608558,0.9903574935751447,0.9940566971730698
