predictor,method,split,frames,positive_frames,auroc,auprc,best_f1,best_f1_threshold,recall_at_top10_val_threshold,precision_at_top10_val_threshold,flagged_fraction_top10_val_threshold
convnextv2_tiny,scalar_simple_combo,sunpos_easy_seen,4719,383,0.94227995,0.56123329,0.60127926,-0.01298261,0.13315927,0.58620690,0.01843611
convnextv2_tiny,scalar_simple_combo,sunpos_easy_unseen,12351,1987,0.85872271,0.50463494,0.57757425,-0.67628050,0.08807247,0.60975610,0.02323698
convnextv2_tiny,scalar_simple_combo,sunpos_hard_seen,3882,489,0.87757183,0.51072806,0.54222220,0.28904063,0.07157464,0.58333333,0.01545595
convnextv2_tiny,scalar_simple_combo,sunpos_hard_unseen,8640,1401,0.86717843,0.54779525,0.60065609,-0.15829238,0.10635261,0.65350877,0.02638889
convnextv2_tiny,scalar_simple_combo,sunneg_test,7152,6083,0.06954206,0.71355374,0.91922933,-3.51659918,0.06789413,0.50304507,0.11479306
convnextv2_tiny,scalar_small_area,val,14005,9665,0.35431816,0.59013718,0.81664556,-0.76273930,0.03000517,0.18023617,0.11488754
convnextv2_tiny,scalar_small_area,sunpos_easy_seen,4719,383,0.66083635,0.49370696,0.54450262,-0.01386543,0.10182768,1.00000000,0.00826446
convnextv2_tiny,scalar_small_area,sunpos_easy_unseen,12351,1987,0.80731368,0.67420556,0.64450127,-0.02195946,0.08152994,1.00000000,0.01311635
convnextv2_tiny,scalar_small_area,sunpos_hard_seen,3882,489,0.73245892,0.59628851,0.57503504,-0.01041667,0.17791411,1.00000000,0.02241113
convnextv2_tiny,scalar_small_area,sunpos_hard_unseen,8640,1401,0.71775893,0.55117301,0.52064633,-0.01872185,0.11920057,1.00000000,0.01932870
convnextv2_tiny,scalar_small_area,sunneg_test,7152,6083,0.01068552,0.66698579,0.91922933,-0.40378660,0.02137103,0.10842369,0.16764541
convnextv2_tiny,ssm,val,14005,9665,0.69702770,0.74297145,0.89895177,0.16816778,0.08132437,0.56102784,0.10003570
convnextv2_tiny,ssm,sunpos_easy_seen,4719,383,0.92881324,0.68883292,0.66045278,0.41201377,0.03133159,1.00000000,0.00254291
convnextv2_tiny,ssm,sunpos_easy_unseen,12351,1987,0.86740541,0.70848517,0.65411246,0.43717426,0.04831404,1.00000000,0.00777265
convnextv2_tiny,ssm,sunpos_hard_seen,3882,489,0.91846922,0.73160941,0.67395627,0.39764231,0.05112474,1.00000000,0.00643998
convnextv2_tiny,ssm,sunpos_hard_unseen,8640,1401,0.88574932,0.72849664,0.67392832,0.37089500,0.04782298,1.00000000,0.00775463
convnextv2_tiny,ssm,sunneg_test,7152,6083,0.08022857,0.70624538,0.91922933,0.10133304,0.07825086,0.53184358,0.12513982
convnextv2_tiny,ssm_reverse_order_control,val,14005,9665,0.70139826,0.74559449,0.89953613,0.16392620,0.08235903,0.56816560,0.10003570
convnextv2_tiny,ssm_reverse_order_control,sunpos_easy_seen,4719,383,0.93210585,0.70139080,0.66238773,0.37328053,0.03394256,1.00000000,0.00275482
convnextv2_tiny,ssm_reverse_order_control,sunpos_easy_unseen,12351,1987,0.87129051,0.72459353,0.66463584,0.43693271,0.05686965,1.00000000,0.00914906
convnextv2_tiny,ssm_reverse_order_control,sunpos_hard_seen,3882,489,0.92134293,0.74094892,0.68615985,0.39087480,0.06543967,1.00000000,0.00824317
convnextv2_tiny,ssm_reverse_order_control,sunpos_hard_unseen,8640,1401,0.88801124,0.74027051,0.67535287,0.39196250,0.05353319,1.00000000,0.00868056
convnextv2_tiny,ssm_reverse_order_control,sunneg_test,7152,6083,0.08679474,0.70787018,0.91922933,0.09172102,0.08022357,0.53391685,0.12779642
convnextv2_tiny,ssm_shuffle_order_control,val,14005,9665,0.71223976,0.75478273,0.90707254,0.27048391,0.08380755,0.57815846,0.10003570
convnextv2_tiny,ssm_shuffle_order_control,sunpos_easy_seen,4719,383,0.91747035,0.67374660,0.66050196,0.36990762,0.03133159,1.00000000,0.00254291
convnextv2_tiny,ssm_shuffle_order_control,sunpos_easy_unseen,12351,1987,0.86764311,0.70657414,0.64583331,0.40668884,0.03019628,1.00000000,0.00485791
convnextv2_tiny,ssm_shuffle_order_control,sunpos_hard_seen,3882,489,0.91507115,0.72583554,0.67748481,0.39038244,0.04294479,1.00000000,0.00540958
convnextv2_tiny,ssm_shuffle_order_control,sunpos_hard_unseen,8640,1401,0.88547610,0.72045095,0.66593087,0.36879319,0.01998572,1.00000000,0.00324074
convnextv2_tiny,ssm_shuffle_order_control,sunneg_test,7152,6083,0.10275420,0.71364681,0.91922933,0.15567018,0.08005918,0.53752759,0.12667785
